oktmo,name,year,museums
oktmo,municipality,year,indicator_value
14615404,Акулиновское,2009,0.0
14615404,Акулиновское,2010,0.0
14615404,Акулиновское,2011,0.0
14615404,Акулиновское,2012,0.0
14615416,Белянское,2008,0.0
14615416,Белянское,2009,0.0
14615416,Белянское,2010,0.0
14615416,Белянское,2011,0.0
14615416,Белянское,2012,0.0
14615420,Березовское,2008,0.0
14615420,Березовское,2009,0.0
14615420,Березовское,2010,0.0
14615420,Березовское,2011,0.0
14615420,Березовское,2012,0.0
14615432,Грузсчанское,2009,0.0
14615432,Грузсчанское,2010,0.0
14615432,Грузсчанское,2011,0.0
14615432,Грузсчанское,2012,0.0
14615464,Крюковское,2009,0.0
14615464,Крюковское,2010,0.0
14615464,Крюковское,2011,0.0
14615464,Крюковское,2012,0.0
14615476,Октябрьско-Готнянское,2009,0.0
14615476,Октябрьско-Готнянское,2010,0.0
14615476,Октябрьско-Готнянское,2011,0.0
14615476,Октябрьско-Готнянское,2012,0.0
14615488,Стригуновское,2009,0.0
14615488,Стригуновское,2010,0.0
14615488,Стригуновское,2011,0.0
14615488,Стригуновское,2012,0.0
14615492,Хотмыжское,2007,1.0
14615492,Хотмыжское,2008,1.0
14615492,Хотмыжское,2009,1.0
14615492,Хотмыжское,2010,1.0
14615492,Хотмыжское,2011,1.0
14615492,Хотмыжское,2012,0.0
14620000,Муниципальный район Город Валуйки и Валуйский район,2007,3.0
14620000,Муниципальный район Город Валуйки и Валуйский район,2008,3.0
14620000,Муниципальный район Город Валуйки и Валуйский район,2009,3.0
14620000,Муниципальный район Город Валуйки и Валуйский район,2010,3.0
14620000,Муниципальный район Город Валуйки и Валуйский район,2011,3.0
14620000,Муниципальный район Город Валуйки и Валуйский район,2012,3.0
14620000,Муниципальный район Город Валуйки и Валуйский район,2013,3.0
14620000,Муниципальный район Город Валуйки и Валуйский район,2014,3.0
14620000,Муниципальный район Город Валуйки и Валуйский район,2015,3.0
14620000,Муниципальный район Город Валуйки и Валуйский район,2016,3.0
14620000,Муниципальный район Город Валуйки и Валуйский район,2017,3.0
14620101,город Валуйки,2007,1.0
14620101,город Валуйки,2008,1.0
14620101,город Валуйки,2009,1.0
14620101,город Валуйки,2010,1.0
14620101,город Валуйки,2011,1.0
14620101,город Валуйки,2012,1.0
14620101,город Валуйки,2013,1.0
14620101,город Валуйки,2014,1.0
14620101,город Валуйки,2015,1.0
14620101,город Валуйки,2016,1.0
14620101,город Валуйки,2017,1.0
14620160,поселок Уразово,2007,1.0
14620160,поселок Уразово,2008,1.0
14620160,поселок Уразово,2009,1.0
14620160,поселок Уразово,2010,1.0
14620160,поселок Уразово,2011,1.0
14620160,поселок Уразово,2012,1.0
14620160,поселок Уразово,2013,1.0
14620160,поселок Уразово,2014,1.0
14620160,поселок Уразово,2015,1.0
14620160,поселок Уразово,2016,1.0
14620160,поселок Уразово,2017,1.0
14620440,Мандровское,2007,1.0
14620440,Мандровское,2008,1.0
14620440,Мандровское,2009,1.0
14620440,Мандровское,2010,1.0
14620440,Мандровское,2011,1.0
14620440,Мандровское,2012,1.0
14620440,Мандровское,2013,1.0
14620440,Мандровское,2014,1.0
14620440,Мандровское,2015,1.0
14620440,Мандровское,2016,1.0
14620440,Мандровское,2017,1.0
14625000,Вейделевский муниципальный район,2007,2.0
14625000,Вейделевский муниципальный район,2008,1.0
14625000,Вейделевский муниципальный район,2009,2.0
14625000,Вейделевский муниципальный район,2010,2.0
14625000,Вейделевский муниципальный район,2011,2.0
14625000,Вейделевский муниципальный район,2012,2.0
14625000,Вейделевский муниципальный район,2013,1.0
14625000,Вейделевский муниципальный район,2014,1.0
14625000,Вейделевский муниципальный район,2015,1.0
14625000,Вейделевский муниципальный район,2016,1.0
14625000,Вейделевский муниципальный район,2017,1.0
14625151,поселок Вейделевка,2007,1.0
14625151,поселок Вейделевка,2008,1.0
14625151,поселок Вейделевка,2009,1.0
14625151,поселок Вейделевка,2010,2.0
14625151,поселок Вейделевка,2011,1.0
14625151,поселок Вейделевка,2012,1.0
14625151,поселок Вейделевка,2013,1.0
14625151,поселок Вейделевка,2014,1.0
14625151,поселок Вейделевка,2015,1.0
14625151,поселок Вейделевка,2016,1.0
14625151,поселок Вейделевка,2017,1.0
14625404,Белоколодезское,2007,1.0
14625404,Белоколодезское,2009,1.0
14625404,Белоколодезское,2011,1.0
14625404,Белоколодезское,2012,1.0
14625408,Большелипяговское,2011,0.0
14625412,Викторопольское,2011,0.0
14625416,Должанское,2011,0.0
14625420,Закутчанское,2011,0.0
14625424,Зенинское,2011,0.0
14625424,Зенинское,2012,0.0
14625428,Клименковское,2011,0.0
14625432,Кубраковское,2011,0.0
14625436,Малакеевское,2011,0.0
14625449,Солонцинское,2011,0.0
14630000,Волоконовский муниципальный район,2009,0.0
14630000,Волоконовский муниципальный район,2010,0.0
14630000,Волоконовский муниципальный район,2011,0.0
14630000,Волоконовский муниципальный район,2012,1.0
14630000,Волоконовский муниципальный район,2013,1.0
14630000,Волоконовский муниципальный район,2014,1.0
14630000,Волоконовский муниципальный район,2015,1.0
14630000,Волоконовский муниципальный район,2016,1.0
14630000,Волоконовский муниципальный район,2017,1.0
14630151,поселок Волоконовка,2012,1.0
14630151,поселок Волоконовка,2013,1.0
14630151,поселок Волоконовка,2014,1.0
14630151,поселок Волоконовка,2015,1.0
14630151,поселок Волоконовка,2016,1.0
14630151,поселок Волоконовка,2017,1.0
14630162,поселок Пятницкое,2011,0.0
14630162,поселок Пятницкое,2012,0.0
14630416,Грушевское,2014,0.0
14630432,Староивановское,2011,0.0
14630436,Тишанское,2011,0.0
14630440,Фощеватовское,2011,0.0
14630440,Фощеватовское,2012,0.0
14630444,Шидловское,2013,0.0
14632000,Грайворонский муниципальный район,2007,1.0
14632000,Грайворонский муниципальный район,2008,1.0
14632000,Грайворонский муниципальный район,2009,1.0
14632000,Грайворонский муниципальный район,2010,1.0
14632000,Грайворонский муниципальный район,2011,1.0
14632000,Грайворонский муниципальный район,2012,1.0
14632000,Грайворонский муниципальный район,2013,1.0
14632000,Грайворонский муниципальный район,2014,1.0
14632000,Грайворонский муниципальный район,2015,1.0
14632000,Грайворонский муниципальный район,2016,1.0
14632000,Грайворонский муниципальный район,2017,1.0
14632101,город Грайворон,2007,1.0
14632101,город Грайворон,2008,1.0
14632101,город Грайворон,2009,1.0
14632101,город Грайворон,2010,1.0
14632101,город Грайворон,2011,1.0
14632101,город Грайворон,2012,1.0
14632101,город Грайворон,2013,1.0
14632101,город Грайворон,2014,1.0
14632101,город Грайворон,2015,1.0
14632101,город Грайворон,2016,1.0
14632101,город Грайворон,2017,1.0
14632412,Безыменское,2011,0.0
14632424,Головчинское,2011,0.0
14632428,Гора-Подольское,2011,0.0
14632436,Доброивановское,2011,0.0
14632440,Дорогощанское,2011,0.0
14632444,Дунайское,2011,0.0
14632452,Козинское,2011,0.0
14632468,Мокроорловское,2011,0.0
14632472,Новостроевское,2011,0.0
14632484,Смородинское,2011,0.0
14632486,Горьковское,2011,0.0
14635000,Город Губкин и Губкинский муниципальный район,2007,2.0
14635101,Город Губкин,2007,1.0
14635412,Богословское,2007,1.0
14638000,Ивнянский муниципальный район,2007,3.0
14638000,Ивнянский муниципальный район,2008,3.0
14638000,Ивнянский муниципальный район,2009,3.0
14638000,Ивнянский муниципальный район,2010,3.0
14638000,Ивнянский муниципальный район,2011,3.0
14638000,Ивнянский муниципальный район,2012,1.0
14638000,Ивнянский муниципальный район,2013,1.0
14638000,Ивнянский муниципальный район,2014,1.0
14638000,Ивнянский муниципальный район,2015,1.0
14638000,Ивнянский муниципальный район,2016,1.0
14638000,Ивнянский муниципальный район,2017,1.0
14638151,поселок Ивня,2016,1.0
14638151,поселок Ивня,2017,1.0
14638408,Верхопенское,2007,1.0
14638408,Верхопенское,2008,1.0
14638408,Верхопенское,2009,1.0
14638408,Верхопенское,2010,1.0
14638408,Верхопенское,2011,1.0
14638412,Вознесеновское,2007,1.0
14638412,Вознесеновское,2008,1.0
14638412,Вознесеновское,2009,1.0
14638412,Вознесеновское,2010,1.0
14638412,Вознесеновское,2011,1.0
14638412,Вознесеновское,2012,1.0
14638412,Вознесеновское,2013,1.0
14638412,Вознесеновское,2014,1.0
14638412,Вознесеновское,2015,1.0
14638428,Новенское,2007,1.0
14638428,Новенское,2008,1.0
14638428,Новенское,2009,1.0
14638428,Новенское,2010,1.0
14638428,Новенское,2011,1.0
14640000,Корочанский муниципальный район,2007,1.0
14640000,Корочанский муниципальный район,2008,1.0
14640000,Корочанский муниципальный район,2009,1.0
14640000,Корочанский муниципальный район,2010,1.0
14640000,Корочанский муниципальный район,2011,1.0
14640000,Корочанский муниципальный район,2012,1.0
14640000,Корочанский муниципальный район,2013,1.0
14640000,Корочанский муниципальный район,2014,1.0
14640000,Корочанский муниципальный район,2015,1.0
14640000,Корочанский муниципальный район,2016,1.0
14640000,Корочанский муниципальный район,2017,1.0
14640101,город Короча,2007,1.0
14640101,город Короча,2008,1.0
14640101,город Короча,2009,1.0
14640101,город Короча,2010,1.0
14640101,город Короча,2011,1.0
14640101,город Короча,2012,1.0
14640101,город Короча,2013,1.0
14640101,город Короча,2014,1.0
14640101,город Короча,2015,1.0
14640101,город Короча,2016,1.0
14640101,город Короча,2017,1.0
14641000,Красненский муниципальный район,2007,1.0
14641000,Красненский муниципальный район,2008,1.0
14641000,Красненский муниципальный район,2009,1.0
14641000,Красненский муниципальный район,2010,1.0
14641000,Красненский муниципальный район,2011,1.0
14641000,Красненский муниципальный район,2012,1.0
14641000,Красненский муниципальный район,2013,1.0
14641000,Красненский муниципальный район,2014,1.0
14641000,Красненский муниципальный район,2015,1.0
14641000,Красненский муниципальный район,2016,1.0
14641000,Красненский муниципальный район,2017,1.0
14641409,Большовское,2009,0.0
14641417,Горкинское,2009,0.0
14641423,Готовское,2007,1.0
14641423,Готовское,2008,1.0
14641423,Готовское,2009,1.0
14641423,Готовское,2010,1.0
14641423,Готовское,2011,1.0
14641423,Готовское,2012,1.0
14641423,Готовское,2013,1.0
14641423,Готовское,2014,1.0
14641423,Готовское,2015,1.0
14641423,Готовское,2016,1.0
14641423,Готовское,2017,1.0
14641448,Камызинское,2009,0.0
14641453,Кругловское,2009,0.0
14641459,Лесноуколовское,2009,0.0
14641472,Новоуколовское,2009,0.0
14641478,Красненское,2009,0.0
14641478,Красненское,2011,0.0
14641483,Расховецкое,2009,0.0
14641487,Сетищенское,2009,0.0
14642000,Красногвардейский муниципальный район,2007,2.0
14642000,Красногвардейский муниципальный район,2008,3.0
14642000,Красногвардейский муниципальный район,2009,3.0
14642000,Красногвардейский муниципальный район,2010,3.0
14642000,Красногвардейский муниципальный район,2011,3.0
14642000,Красногвардейский муниципальный район,2012,1.0
14642000,Красногвардейский муниципальный район,2013,1.0
14642000,Красногвардейский муниципальный район,2014,1.0
14642000,Красногвардейский муниципальный район,2015,1.0
14642000,Красногвардейский муниципальный район,2016,1.0
14642000,Красногвардейский муниципальный район,2017,1.0
14642151,город Бирюч,2007,1.0
14642151,город Бирюч,2008,1.0
14642151,город Бирюч,2009,1.0
14642151,город Бирюч,2010,1.0
14642151,город Бирюч,2011,1.0
14642151,город Бирюч,2012,1.0
14642151,город Бирюч,2013,1.0
14642151,город Бирюч,2014,1.0
14642151,город Бирюч,2015,1.0
14642151,город Бирюч,2016,1.0
14642151,город Бирюч,2017,1.0
14642404,Валуйчанское,2009,0.0
14642404,Валуйчанское,2010,0.0
14642404,Валуйчанское,2011,0.0
14642404,Валуйчанское,2012,0.0
14642404,Валуйчанское,2014,0.0
14642408,Коломыцевское,2009,0.0
14642408,Коломыцевское,2010,0.0
14642408,Коломыцевское,2011,0.0
14642408,Коломыцевское,2012,0.0
14642408,Коломыцевское,2014,0.0
14642412,Верхнепокровское,2009,0.0
14642412,Верхнепокровское,2010,0.0
14642412,Верхнепокровское,2011,0.0
14642412,Верхнепокровское,2012,0.0
14642416,Верхососенское,2009,0.0
14642416,Верхососенское,2010,0.0
14642416,Верхососенское,2011,0.0
14642416,Верхососенское,2012,0.0
14642416,Верхососенское,2014,0.0
14642420,Веселовское,2007,1.0
14642420,Веселовское,2008,1.0
14642420,Веселовское,2009,1.0
14642420,Веселовское,2010,1.0
14642420,Веселовское,2011,1.0
14642420,Веселовское,2012,0.0
14642420,Веселовское,2013,0.0
14642420,Веселовское,2014,0.0
14642424,Засосенское,2009,0.0
14642424,Засосенское,2010,0.0
14642424,Засосенское,2011,0.0
14642424,Засосенское,2012,0.0
14642428,Калиновское,2009,0.0
14642428,Калиновское,2010,0.0
14642428,Калиновское,2012,0.0
14642428,Калиновское,2013,0.0
14642428,Калиновское,2014,0.0
14642436,Ливенское,2008,1.0
14642436,Ливенское,2009,1.0
14642436,Ливенское,2010,1.0
14642436,Ливенское,2011,1.0
14642436,Ливенское,2012,0.0
14642436,Ливенское,2013,0.0
14642444,Никитовское,2009,0.0
14642444,Никитовское,2010,0.0
14642444,Никитовское,2011,0.0
14642444,Никитовское,2012,0.0
14642448,Новохуторное,2009,0.0
14642448,Новохуторное,2010,0.0
14642448,Новохуторное,2011,0.0
14642452,Палатовское,2009,0.0
14642452,Палатовское,2010,0.0
14642452,Палатовское,2011,0.0
14642452,Палатовское,2012,0.0
14642452,Палатовское,2014,0.0
14642456,Стрелецкое,2009,0.0
14642456,Стрелецкое,2010,0.0
14642456,Стрелецкое,2012,0.0
14642460,Утянское,2009,0.0
14642460,Утянское,2010,0.0
14642460,Утянское,2012,0.0
14643000,Краснояружский муниципальный район,2007,1.0
14643000,Краснояружский муниципальный район,2008,1.0
14643000,Краснояружский муниципальный район,2009,1.0
14643000,Краснояружский муниципальный район,2010,1.0
14643000,Краснояружский муниципальный район,2011,1.0
14643000,Краснояружский муниципальный район,2012,1.0
14643000,Краснояружский муниципальный район,2013,1.0
14643000,Краснояружский муниципальный район,2014,1.0
14643000,Краснояружский муниципальный район,2015,1.0
14643000,Краснояружский муниципальный район,2016,1.0
14643000,Краснояружский муниципальный район,2017,1.0
14643151,поселок Красная Яруга,2007,1.0
14643151,поселок Красная Яруга,2008,1.0
14643151,поселок Красная Яруга,2009,1.0
14643151,поселок Красная Яруга,2010,1.0
14643151,поселок Красная Яруга,2011,1.0
14643151,поселок Красная Яруга,2012,1.0
14643151,поселок Красная Яруга,2013,1.0
14643151,поселок Красная Яруга,2014,1.0
14643151,поселок Красная Яруга,2015,1.0
14643151,поселок Красная Яруга,2016,1.0
14643151,поселок Красная Яруга,2017,1.0
14643405,Вязовское,2009,0.0
14643405,Вязовское,2011,0.0
14643405,Вязовское,2012,0.0
14643405,Вязовское,2014,0.0
14643410,Графовское,2009,0.0
14643410,Графовское,2011,0.0
14643410,Графовское,2012,0.0
14643410,Графовское,2014,0.0
14643415,Илек-Пеньковское,2009,0.0
14643415,Илек-Пеньковское,2011,0.0
14643415,Илек-Пеньковское,2012,0.0
14643415,Илек-Пеньковское,2014,0.0
14643418,Колотиловское,2009,0.0
14643418,Колотиловское,2011,0.0
14643418,Колотиловское,2012,0.0
14643430,Репяховское,2009,0.0
14643430,Репяховское,2011,0.0
14643430,Репяховское,2012,0.0
14643435,Сергиевское,2009,0.0
14643435,Сергиевское,2011,0.0
14643435,Сергиевское,2012,0.0
14643440,Теребренское,2009,0.0
14643440,Теребренское,2011,0.0
14643440,Теребренское,2012,0.0
14644000,Новооскольский муниципальный район,2007,1.0
14644000,Новооскольский муниципальный район,2008,1.0
14644000,Новооскольский муниципальный район,2009,1.0
14644000,Новооскольский муниципальный район,2010,1.0
14644000,Новооскольский муниципальный район,2011,1.0
14644000,Новооскольский муниципальный район,2012,1.0
14644000,Новооскольский муниципальный район,2013,1.0
14644000,Новооскольский муниципальный район,2014,1.0
14644000,Новооскольский муниципальный район,2015,1.0
14644000,Новооскольский муниципальный район,2016,1.0
14644000,Новооскольский муниципальный район,2017,1.0
14644424,Великомихайловское,2007,1.0
14644424,Великомихайловское,2008,1.0
14644424,Великомихайловское,2009,1.0
14644424,Великомихайловское,2010,1.0
14644424,Великомихайловское,2011,1.0
14644424,Великомихайловское,2012,1.0
14644424,Великомихайловское,2013,1.0
14644424,Великомихайловское,2014,1.0
14644424,Великомихайловское,2015,1.0
14644424,Великомихайловское,2016,1.0
14644424,Великомихайловское,2017,1.0
14646000,Прохоровский муниципальный район,2007,1.0
14646000,Прохоровский муниципальный район,2008,1.0
14646000,Прохоровский муниципальный район,2009,1.0
14646000,Прохоровский муниципальный район,2010,1.0
14646000,Прохоровский муниципальный район,2011,1.0
14646000,Прохоровский муниципальный район,2012,1.0
14646000,Прохоровский муниципальный район,2013,1.0
14646000,Прохоровский муниципальный район,2014,1.0
14646000,Прохоровский муниципальный район,2015,1.0
14646000,Прохоровский муниципальный район,2016,1.0
14646000,Прохоровский муниципальный район,2017,1.0
14646151,поселок Прохоровка,2007,1.0
14646151,поселок Прохоровка,2008,1.0
14646151,поселок Прохоровка,2009,1.0
14646151,поселок Прохоровка,2010,1.0
14646151,поселок Прохоровка,2011,1.0
14646151,поселок Прохоровка,2012,1.0
14646151,поселок Прохоровка,2013,1.0
14646151,поселок Прохоровка,2014,1.0
14646151,поселок Прохоровка,2015,1.0
14646151,поселок Прохоровка,2016,1.0
14646151,поселок Прохоровка,2017,1.0
14646408,Береговское,2011,0.0
14646436,Лучковское,2011,0.0
14648000,Ракитянский муниципальный район,2007,1.0
14648000,Ракитянский муниципальный район,2008,1.0
14648000,Ракитянский муниципальный район,2009,1.0
14648000,Ракитянский муниципальный район,2010,1.0
14648000,Ракитянский муниципальный район,2011,1.0
14648000,Ракитянский муниципальный район,2012,1.0
14648000,Ракитянский муниципальный район,2013,1.0
14648000,Ракитянский муниципальный район,2014,1.0
14648000,Ракитянский муниципальный район,2015,1.0
14648000,Ракитянский муниципальный район,2016,2.0
14648000,Ракитянский муниципальный район,2017,2.0
14648151,поселок Ракитное,2007,1.0
14648151,поселок Ракитное,2008,1.0
14648151,поселок Ракитное,2009,1.0
14648151,поселок Ракитное,2010,1.0
14648151,поселок Ракитное,2011,1.0
14648151,поселок Ракитное,2012,1.0
14648151,поселок Ракитное,2013,1.0
14648151,поселок Ракитное,2014,1.0
14648151,поселок Ракитное,2015,1.0
14648151,поселок Ракитное,2016,2.0
14648151,поселок Ракитное,2017,2.0
14648170,поселок Пролетарский,2010,0.0
14648170,поселок Пролетарский,2011,0.0
14648404,Бобравское,2010,0.0
14648404,Бобравское,2011,0.0
14648410,Введено-Готнянское,2010,0.0
14648410,Введено-Готнянское,2011,0.0
14648412,Венгеровское,2010,0.0
14648412,Венгеровское,2011,0.0
14648414,Вышнепенское,2010,0.0
14648414,Вышнепенское,2011,0.0
14648428,Дмитриевское,2010,0.0
14648428,Дмитриевское,2011,0.0
14648432,Зинаидинское,2010,0.0
14648432,Зинаидинское,2011,0.0
14648436,Илек-Кошарское,2010,0.0
14648436,Илек-Кошарское,2011,0.0
14648448,Нижнепенское,2010,0.0
14648448,Нижнепенское,2011,0.0
14648471,Центральное,2010,0.0
14648471,Центральное,2011,0.0
14648472,Солдатское,2010,0.0
14648472,Солдатское,2011,0.0
14648480,Трефиловское,2010,0.0
14648480,Трефиловское,2011,0.0
14650000,Ровеньский муниципальный район,2007,1.0
14650000,Ровеньский муниципальный район,2008,1.0
14650000,Ровеньский муниципальный район,2009,1.0
14650000,Ровеньский муниципальный район,2010,1.0
14650000,Ровеньский муниципальный район,2011,1.0
14650000,Ровеньский муниципальный район,2012,1.0
14650000,Ровеньский муниципальный район,2013,1.0
14650000,Ровеньский муниципальный район,2014,1.0
14650000,Ровеньский муниципальный район,2015,1.0
14650000,Ровеньский муниципальный район,2016,1.0
14650000,Ровеньский муниципальный район,2017,1.0
14650151,поселок Ровеньки,2007,1.0
14650151,поселок Ровеньки,2008,1.0
14650151,поселок Ровеньки,2009,1.0
14650151,поселок Ровеньки,2010,1.0
14650151,поселок Ровеньки,2011,1.0
14650151,поселок Ровеньки,2012,1.0
14650151,поселок Ровеньки,2013,1.0
14650151,поселок Ровеньки,2014,1.0
14650151,поселок Ровеньки,2015,1.0
14650151,поселок Ровеньки,2016,1.0
14650151,поселок Ровеньки,2017,1.0
14650404,Айдарское,2011,0.0
14650404,Айдарское,2012,0.0
14650408,Верхнесеребрянское,2011,0.0
14650408,Верхнесеребрянское,2012,0.0
14650412,Ладомировское,2011,0.0
14650412,Ладомировское,2012,0.0
14650416,Лознянское,2011,0.0
14650416,Лознянское,2012,0.0
14650420,Лозовское,2011,0.0
14650420,Лозовское,2012,0.0
14650424,Наголенское,2011,0.0
14650424,Наголенское,2012,0.0
14650428,Нагорьевское,2011,0.0
14650428,Нагорьевское,2012,0.0
14650432,Новоалександровское,2011,0.0
14650432,Новоалександровское,2012,0.0
14650436,Ржевское,2011,0.0
14650436,Ржевское,2012,0.0
14650439,Свистовское,2011,0.0
14650439,Свистовское,2012,0.0
14650448,Харьковское,2011,0.0
14650448,Харьковское,2012,0.0
14652000,Город Старый Оскол и Старооскольский муниципальный район,2007,4.0
14652101,Город Старый Оскол,2007,3.0
14652424,Знаменское,2007,1.0
14654000,Чернянский муниципальный район,2007,2.0
14654000,Чернянский муниципальный район,2008,2.0
14654000,Чернянский муниципальный район,2009,2.0
14654000,Чернянский муниципальный район,2010,2.0
14654000,Чернянский муниципальный район,2011,2.0
14654000,Чернянский муниципальный район,2012,1.0
14654000,Чернянский муниципальный район,2013,1.0
14654000,Чернянский муниципальный район,2014,1.0
14654000,Чернянский муниципальный район,2015,1.0
14654000,Чернянский муниципальный район,2016,1.0
14654000,Чернянский муниципальный район,2017,1.0
14654151,поселок Чернянка,2007,1.0
14654151,поселок Чернянка,2008,1.0
14654151,поселок Чернянка,2009,1.0
14654151,поселок Чернянка,2010,2.0
14654151,поселок Чернянка,2011,2.0
14654151,поселок Чернянка,2012,1.0
14654151,поселок Чернянка,2013,1.0
14654151,поселок Чернянка,2014,1.0
14654151,поселок Чернянка,2015,1.0
14654151,поселок Чернянка,2016,1.0
14654151,поселок Чернянка,2017,1.0
14654404,Андреевское,2009,0.0
14654407,Большанское,2009,0.0
14654412,Волоконовское,2009,0.0
14654416,Волотовское,2009,0.0
14654424,Ездоченское,2007,1.0
14654424,Ездоченское,2008,1.0
14654424,Ездоченское,2009,1.0
14654428,Кочегуренское,2009,0.0
14654432,Лозновское,2009,0.0
14654436,Лубянское,2009,0.0
14654440,Малотроицкое,2009,0.0
14654444,Новореченское,2009,0.0
14654448,Огибнянское,2009,0.0
14654452,Ольшанское,2009,0.0
14654456,Орликовское,2009,0.0
14654460,Прилепенское,2009,0.0
14654464,Русскохаланское,2009,0.0
14656000,Муниципальный район Шебекинский район и город Шебекино,2007,1.0
14656000,Муниципальный район Шебекинский район и город Шебекино,2008,1.0
14656000,Муниципальный район Шебекинский район и город Шебекино,2009,1.0
14656000,Муниципальный район Шебекинский район и город Шебекино,2010,1.0
14656000,Муниципальный район Шебекинский район и город Шебекино,2011,1.0
14656000,Муниципальный район Шебекинский район и город Шебекино,2012,1.0
14656000,Муниципальный район Шебекинский район и город Шебекино,2013,1.0
14656000,Муниципальный район Шебекинский район и город Шебекино,2014,1.0
14656000,Муниципальный район Шебекинский район и город Шебекино,2015,1.0
14656000,Муниципальный район Шебекинский район и город Шебекино,2016,1.0
14656000,Муниципальный район Шебекинский район и город Шебекино,2017,1.0
14656101,город Шебекино,2007,1.0
14656101,город Шебекино,2008,1.0
14656101,город Шебекино,2009,1.0
14656101,город Шебекино,2010,1.0
14656101,город Шебекино,2011,1.0
14656101,город Шебекино,2012,1.0
14656101,город Шебекино,2013,1.0
14656101,город Шебекино,2014,1.0
14656101,город Шебекино,2015,1.0
14656101,город Шебекино,2016,1.0
14656101,город Шебекино,2017,1.0
14656408,Белоколодезянское,2009,0.0
14656408,Белоколодезянское,2011,0.0
14656408,Белоколодезянское,2012,0.0
14656412,Белянское,2009,0.0
14656412,Белянское,2011,0.0
14656416,Бершаковское,2009,0.0
14656416,Бершаковское,2011,0.0
14656420,Большегородищенское,2009,0.0
14656420,Большегородищенское,2011,0.0
14656420,Большегородищенское,2012,0.0
14656424,Большетроицкое,2009,0.0
14656424,Большетроицкое,2011,0.0
14656436,Вознесеновское,2009,0.0
14656436,Вознесеновское,2011,0.0
14656440,Графовское,2009,0.0
14656440,Графовское,2011,0.0
14656456,Купинское,2009,0.0
14656456,Купинское,2011,0.0
14656456,Купинское,2012,0.0
14656460,Максимовское,2009,0.0
14656460,Максимовское,2011,0.0
14656460,Максимовское,2012,0.0
14656462,Масловопристанское,2009,0.0
14656462,Масловопристанское,2011,0.0
14656472,Муромское,2009,0.0
14656472,Муромское,2011,0.0
14656480,Новотаволжанское,2009,0.0
14656480,Новотаволжанское,2011,0.0
14656484,Первоцепляевское,2009,0.0
14656484,Первоцепляевское,2011,0.0
14656484,Первоцепляевское,2012,0.0
14656496,Чураевское,2009,0.0
14656496,Чураевское,2011,0.0
14656496,Чураевское,2012,0.0
14658000,Яковлевский муниципальный район,2007,3.0
14658000,Яковлевский муниципальный район,2008,3.0
14658000,Яковлевский муниципальный район,2009,2.0
14658000,Яковлевский муниципальный район,2010,3.0
14658000,Яковлевский муниципальный район,2011,3.0
14658000,Яковлевский муниципальный район,2012,3.0
14658000,Яковлевский муниципальный район,2013,3.0
14658000,Яковлевский муниципальный район,2014,3.0
14658000,Яковлевский муниципальный район,2015,3.0
14658000,Яковлевский муниципальный район,2016,3.0
14658000,Яковлевский муниципальный район,2017,3.0
14658101,город Строитель,2007,1.0
14658101,город Строитель,2008,1.0
14658101,город Строитель,2009,1.0
14658101,город Строитель,2010,2.0
14658101,город Строитель,2011,1.0
14658101,город Строитель,2012,1.0
14658101,город Строитель,2013,1.0
14658101,город Строитель,2014,1.0
14658101,город Строитель,2015,1.0
14658101,город Строитель,2016,1.0
14658101,город Строитель,2017,1.0
14658160,поселок Томаровка,2011,0.0
14658160,поселок Томаровка,2012,0.0
14658170,поселок Яковлево,2007,1.0
14658170,поселок Яковлево,2008,1.0
14658170,поселок Яковлево,2011,1.0
14658170,поселок Яковлево,2012,1.0
14658170,поселок Яковлево,2013,1.0
14658170,поселок Яковлево,2014,1.0
14658170,поселок Яковлево,2015,1.0
14658170,поселок Яковлево,2016,1.0
14658170,поселок Яковлево,2017,1.0
14658404,Алексеевское,2007,1.0
14658404,Алексеевское,2008,1.0
14658404,Алексеевское,2009,1.0
14658404,Алексеевское,2010,1.0
14658404,Алексеевское,2011,1.0
14658404,Алексеевское,2012,1.0
14658404,Алексеевское,2013,1.0
14658404,Алексеевское,2014,1.0
14658404,Алексеевское,2015,1.0
14658404,Алексеевское,2016,1.0
14658404,Алексеевское,2017,1.0
14658408,Бутовское,2011,0.0
14658408,Бутовское,2012,0.0
14658412,Быковское,2011,0.0
14658412,Быковское,2012,0.0
14658416,Гостищевское,2011,0.0
14658416,Гостищевское,2012,0.0
14658420,Дмитриевское,2011,0.0
14658420,Дмитриевское,2012,0.0
14658428,Завидовское,2011,0.0
14658428,Завидовское,2012,0.0
14658432,Казацкое,2011,0.0
14658432,Казацкое,2012,0.0
14658436,Кривцовское,2011,0.0
14658436,Кривцовское,2012,0.0
14658440,Кустовское,2011,0.0
14658440,Кустовское,2012,0.0
14658444,Мощенское,2011,0.0
14658444,Мощенское,2012,0.0
14658446,Саженское,2012,0.0
14658448,Смородинское,2012,0.0
14658456,Стрелецкое,2011,0.0
14658456,Стрелецкое,2012,0.0
14658460,Терновское,2011,0.0
14658460,Терновское,2012,0.0
14701000,город Белгород,2007,4.0
14701000,город Белгород,2008,4.0
14701000,город Белгород,2009,4.0
14701000,город Белгород,2010,6.0
14701000,город Белгород,2011,6.0
14701000,город Белгород,2012,7.0
14701000,город Белгород,2013,7.0
