oktmo,name,year,whereabouts,total saldo
41612402,Бугровское,2022,"Миграция, всего",2515.0
41612408,Агалатовское,2011,"Миграция, всего",153.0
41612408,Агалатовское,2012,"Миграция, всего",215.0
41612408,Агалатовское,2013,"Миграция, всего",306.0
41612408,Агалатовское,2014,"Миграция, всего",305.0
41612408,Агалатовское,2015,"Миграция, всего",339.0
41612408,Агалатовское,2016,"Миграция, всего",587.0
41612408,Агалатовское,2017,"Миграция, всего",521.0
41612408,Агалатовское,2018,"Миграция, всего",819.0
41612408,Агалатовское,2019,"Миграция, всего",768.0
41612408,Агалатовское,2021,"Миграция, всего",1600.0
41612408,Агалатовское,2022,"Миграция, всего",1413.0
41612412,Заневское,2011,"Миграция, всего",728.0
41612412,Заневское,2012,"Миграция, всего",612.0
41612412,Заневское,2013,"Миграция, всего",912.0
41612412,Заневское,2014,"Миграция, всего",2439.0
41612412,Заневское,2015,"Миграция, всего",3645.0
41612412,Заневское,2016,"Миграция, всего",5304.0
41612416,Колтушское,2011,"Миграция, всего",923.0
41612416,Колтушское,2012,"Миграция, всего",1426.0
41612416,Колтушское,2013,"Миграция, всего",1391.0
41612416,Колтушское,2014,"Миграция, всего",1428.0
41612416,Колтушское,2015,"Миграция, всего",636.0
41612416,Колтушское,2016,"Миграция, всего",992.0
41612416,Колтушское,2017,"Миграция, всего",1194.0
41612416,Колтушское,2018,"Миграция, всего",1188.0
41612416,Колтушское,2019,"Миграция, всего",676.0
41612416,Колтушское,2020,"Миграция, всего",418.0
41612416,Колтушское,2021,"Миграция, всего",194.0
41612416,Колтушское,2022,"Миграция, всего",953.0
41612420,Куйвозовское,2011,"Миграция, всего",205.0
41612420,Куйвозовское,2012,"Миграция, всего",131.0
41612420,Куйвозовское,2013,"Миграция, всего",436.0
41612420,Куйвозовское,2014,"Миграция, всего",289.0
41612420,Куйвозовское,2015,"Миграция, всего",-62.0
41612420,Куйвозовское,2016,"Миграция, всего",89.0
41612420,Куйвозовское,2017,"Миграция, всего",-39.0
41612420,Куйвозовское,2018,"Миграция, всего",112.0
41612420,Куйвозовское,2019,"Миграция, всего",102.0
41612420,Куйвозовское,2021,"Миграция, всего",235.0
41612420,Куйвозовское,2022,"Миграция, всего",224.0
41612424,Лесколовское,2011,"Миграция, всего",375.0
41612424,Лесколовское,2012,"Миграция, всего",278.0
41612424,Лесколовское,2013,"Миграция, всего",323.0
41612424,Лесколовское,2014,"Миграция, всего",124.0
41612424,Лесколовское,2015,"Миграция, всего",40.0
41612424,Лесколовское,2016,"Миграция, всего",121.0
41612424,Лесколовское,2017,"Миграция, всего",112.0
41612424,Лесколовское,2018,"Миграция, всего",205.0
41612424,Лесколовское,2019,"Миграция, всего",213.0
41612424,Лесколовское,2020,"Миграция, всего",111.0
41612424,Лесколовское,2021,"Миграция, всего",270.0
41612424,Лесколовское,2022,"Миграция, всего",443.0
41612428,Муринское,2011,"Миграция, всего",385.0
41612428,Муринское,2012,"Миграция, всего",730.0
41612428,Муринское,2013,"Миграция, всего",874.0
41612428,Муринское,2014,"Миграция, всего",1031.0
41612428,Муринское,2015,"Миграция, всего",3162.0
41612428,Муринское,2016,"Миграция, всего",6483.0
41612428,Муринское,2017,"Миграция, всего",9964.0
41612428,Муринское,2018,"Миграция, всего",18594.0
41612428,Муринское,2019,"Миграция, всего",15907.0
41612439,Разметелевское,2011,"Миграция, всего",114.0
41612439,Разметелевское,2012,"Миграция, всего",152.0
41612439,Разметелевское,2013,"Миграция, всего",120.0
41612442,Романовское,2011,"Миграция, всего",59.0
41612442,Романовское,2012,"Миграция, всего",198.0
41612442,Романовское,2013,"Миграция, всего",230.0
41612442,Романовское,2014,"Миграция, всего",215.0
41612442,Романовское,2015,"Миграция, всего",173.0
41612442,Романовское,2016,"Миграция, всего",139.0
41612442,Романовское,2017,"Миграция, всего",199.0
41612442,Романовское,2018,"Миграция, всего",237.0
41612442,Романовское,2019,"Миграция, всего",135.0
41612442,Романовское,2020,"Миграция, всего",166.0
41612442,Романовское,2021,"Миграция, всего",156.0
41612442,Романовское,2022,"Миграция, всего",-7.0
41612448,Щегловское,2011,"Миграция, всего",29.0
41612448,Щегловское,2012,"Миграция, всего",39.0
41612448,Щегловское,2013,"Миграция, всего",54.0
41612448,Щегловское,2014,"Миграция, всего",58.0
41612448,Щегловское,2015,"Миграция, всего",-29.0
41612448,Щегловское,2016,"Миграция, всего",20.0
41612448,Щегловское,2017,"Миграция, всего",120.0
41612448,Щегловское,2018,"Миграция, всего",384.0
41612448,Щегловское,2019,"Миграция, всего",572.0
41612448,Щегловское,2020,"Миграция, всего",457.0
41612448,Щегловское,2021,"Миграция, всего",473.0
41612448,Щегловское,2022,"Миграция, всего",201.0
41612456,Юкковское,2011,"Миграция, всего",136.0
41612456,Юкковское,2012,"Миграция, всего",97.0
41612456,Юкковское,2013,"Миграция, всего",153.0
41612456,Юкковское,2014,"Миграция, всего",93.0
41612456,Юкковское,2015,"Миграция, всего",132.0
41612456,Юкковское,2016,"Миграция, всего",172.0
41612456,Юкковское,2017,"Миграция, всего",264.0
41612456,Юкковское,2018,"Миграция, всего",333.0
41612456,Юкковское,2019,"Миграция, всего",399.0
41612456,Юкковское,2020,"Миграция, всего",308.0
41612456,Юкковское,2021,"Миграция, всего",497.0
41612456,Юкковское,2022,"Миграция, всего",344.0
41612458,Новодевяткинское,2011,"Миграция, всего",445.0
41612458,Новодевяткинское,2012,"Миграция, всего",673.0
41612458,Новодевяткинское,2013,"Миграция, всего",1026.0
41612458,Новодевяткинское,2014,"Миграция, всего",1994.0
41612458,Новодевяткинское,2015,"Миграция, всего",1150.0
41612458,Новодевяткинское,2016,"Миграция, всего",1225.0
41612458,Новодевяткинское,2017,"Миграция, всего",902.0
41612458,Новодевяткинское,2018,"Миграция, всего",1158.0
41612458,Новодевяткинское,2019,"Миграция, всего",1021.0
41612458,Новодевяткинское,2020,"Миграция, всего",1182.0
41612458,Новодевяткинское,2021,"Миграция, всего",992.0
41612458,Новодевяткинское,2022,"Миграция, всего",689.0
41615000,Выборгский муниципальный район,2011,"Миграция, всего",1474.0
41615000,Выборгский муниципальный район,2012,"Миграция, всего",1209.0
41615000,Выборгский муниципальный район,2013,"Миграция, всего",227.0
41615000,Выборгский муниципальный район,2014,"Миграция, всего",387.0
41615000,Выборгский муниципальный район,2015,"Миграция, всего",-185.0
41615000,Выборгский муниципальный район,2016,"Миграция, всего",-496.0
41615000,Выборгский муниципальный район,2017,"Миграция, всего",-550.0
41615000,Выборгский муниципальный район,2018,"Миграция, всего",-440.0
41615000,Выборгский муниципальный район,2019,"Миграция, всего",-210.0
41615000,Выборгский муниципальный район,2020,"Миграция, всего",-907.0
41615000,Выборгский муниципальный район,2021,"Миграция, всего",51.0
41615000,Выборгский муниципальный район,2022,"Миграция, всего",223.0
41615101,Выборгское,2011,"Миграция, всего",994.0
41615101,Выборгское,2012,"Миграция, всего",576.0
41615101,Выборгское,2013,"Миграция, всего",-188.0
41615101,Выборгское,2014,"Миграция, всего",-57.0
41615101,Выборгское,2015,"Миграция, всего",-351.0
41615101,Выборгское,2016,"Миграция, всего",-637.0
41615101,Выборгское,2017,"Миграция, всего",-679.0
41615101,Выборгское,2018,"Миграция, всего",-418.0
41615101,Выборгское,2019,"Миграция, всего",-482.0
41615101,Выборгское,2021,"Миграция, всего",-212.0
41615101,Выборгское,2022,"Миграция, всего",-20.0
41615104,Высоцкое,2011,"Миграция, всего",-24.0
41615104,Высоцкое,2012,"Миграция, всего",-32.0
41615104,Высоцкое,2013,"Миграция, всего",-34.0
41615104,Высоцкое,2014,"Миграция, всего",-1.0
41615104,Высоцкое,2015,"Миграция, всего",-20.0
41615104,Высоцкое,2016,"Миграция, всего",-10.0
41615104,Высоцкое,2017,"Миграция, всего",-4.0
41615104,Высоцкое,2018,"Миграция, всего",-21.0
41615104,Высоцкое,2019,"Миграция, всего",2.0
41615104,Высоцкое,2021,"Миграция, всего",0.0
41615104,Высоцкое,2022,"Миграция, всего",-12.0
41615106,Каменногорское,2011,"Миграция, всего",67.0
41615106,Каменногорское,2012,"Миграция, всего",30.0
41615106,Каменногорское,2013,"Миграция, всего",73.0
41615106,Каменногорское,2014,"Миграция, всего",61.0
41615106,Каменногорское,2015,"Миграция, всего",8.0
41615106,Каменногорское,2016,"Миграция, всего",-35.0
41615106,Каменногорское,2017,"Миграция, всего",-136.0
41615106,Каменногорское,2018,"Миграция, всего",-148.0
41615106,Каменногорское,2019,"Миграция, всего",-128.0
41615106,Каменногорское,2021,"Миграция, всего",-113.0
41615106,Каменногорское,2022,"Миграция, всего",1.0
41615108,Приморское,2011,"Миграция, всего",15.0
41615108,Приморское,2012,"Миграция, всего",-30.0
41615108,Приморское,2013,"Миграция, всего",-57.0
41615108,Приморское,2014,"Миграция, всего",81.0
41615108,Приморское,2015,"Миграция, всего",119.0
41615108,Приморское,2016,"Миграция, всего",-24.0
41615108,Приморское,2017,"Миграция, всего",31.0
41615108,Приморское,2018,"Миграция, всего",-31.0
41615108,Приморское,2019,"Миграция, всего",28.0
41615108,Приморское,2021,"Миграция, всего",-113.0
41615108,Приморское,2022,"Миграция, всего",18.0
41615114,Светогорское,2011,"Миграция, всего",17.0
41615114,Светогорское,2012,"Миграция, всего",152.0
41615114,Светогорское,2013,"Миграция, всего",51.0
41615114,Светогорское,2014,"Миграция, всего",68.0
41615114,Светогорское,2015,"Миграция, всего",-11.0
41615114,Светогорское,2016,"Миграция, всего",-35.0
41615114,Светогорское,2017,"Миграция, всего",-75.0
41615114,Светогорское,2018,"Миграция, всего",-92.0
41615114,Светогорское,2019,"Миграция, всего",-116.0
41615114,Светогорское,2020,"Миграция, всего",-157.0
41615114,Светогорское,2021,"Миграция, всего",-83.0
41615114,Светогорское,2022,"Миграция, всего",-29.0
41615158,Рощинское,2011,"Миграция, всего",331.0
41615158,Рощинское,2012,"Миграция, всего",302.0
41615158,Рощинское,2013,"Миграция, всего",231.0
41615158,Рощинское,2014,"Миграция, всего",138.0
41615158,Рощинское,2015,"Миграция, всего",120.0
41615158,Рощинское,2016,"Миграция, всего",77.0
41615158,Рощинское,2017,"Миграция, всего",87.0
41615158,Рощинское,2018,"Миграция, всего",188.0
41615158,Рощинское,2019,"Миграция, всего",245.0
41615158,Рощинское,2020,"Миграция, всего",-51.0
41615158,Рощинское,2021,"Миграция, всего",264.0
41615158,Рощинское,2022,"Миграция, всего",174.0
41615163,Советское,2011,"Миграция, всего",-114.0
41615163,Советское,2012,"Миграция, всего",1.0
41615163,Советское,2013,"Миграция, всего",8.0
41615163,Советское,2014,"Миграция, всего",60.0
41615163,Советское,2015,"Миграция, всего",23.0
41615163,Советское,2016,"Миграция, всего",16.0
41615163,Советское,2017,"Миграция, всего",-7.0
41615163,Советское,2018,"Миграция, всего",-58.0
41615163,Советское,2019,"Миграция, всего",-24.0
41615163,Советское,2020,"Миграция, всего",-110.0
41615163,Советское,2021,"Миграция, всего",-53.0
41615163,Советское,2022,"Миграция, всего",-41.0
41615414,Глебычевское,2012,"Миграция, всего",-155.0
41615414,Глебычевское,2013,"Миграция, всего",-56.0
41615414,Глебычевское,2014,"Миграция, всего",-17.0
41615436,Красносельское,2011,"Миграция, всего",-13.0
41615436,Красносельское,2012,"Миграция, всего",64.0
41615436,Красносельское,2013,"Миграция, всего",-5.0
41615436,Красносельское,2014,"Миграция, всего",-70.0
41615436,Красносельское,2015,"Миграция, всего",-15.0
41615436,Красносельское,2016,"Миграция, всего",-33.0
41615436,Красносельское,2017,"Миграция, всего",22.0
41615436,Красносельское,2018,"Миграция, всего",-62.0
41615436,Красносельское,2019,"Миграция, всего",-5.0
41615436,Красносельское,2020,"Миграция, всего",-15.0
41615436,Красносельское,2021,"Миграция, всего",32.0
41615436,Красносельское,2022,"Миграция, всего",25.0
41615460,Первомайское,2011,"Миграция, всего",147.0
41615460,Первомайское,2012,"Миграция, всего",227.0
41615460,Первомайское,2013,"Миграция, всего",219.0
41615460,Первомайское,2014,"Миграция, всего",199.0
41615460,Первомайское,2015,"Миграция, всего",115.0
41615460,Первомайское,2016,"Миграция, всего",118.0
41615460,Первомайское,2017,"Миграция, всего",69.0
41615460,Первомайское,2018,"Миграция, всего",148.0
41615460,Первомайское,2019,"Миграция, всего",299.0
41615460,Первомайское,2021,"Миграция, всего",272.0
41615460,Первомайское,2022,"Миграция, всего",174.0
41615464,Полянское,2011,"Миграция, всего",11.0
41615464,Полянское,2012,"Миграция, всего",-121.0
41615464,Полянское,2013,"Миграция, всего",-187.0
41615464,Полянское,2014,"Миграция, всего",-100.0
41615464,Полянское,2015,"Миграция, всего",-180.0
41615464,Полянское,2016,"Миграция, всего",122.0
41615464,Полянское,2017,"Миграция, всего",151.0
41615464,Полянское,2018,"Миграция, всего",167.0
41615464,Полянское,2019,"Миграция, всего",106.0
41615464,Полянское,2020,"Миграция, всего",206.0
41615464,Полянское,2021,"Миграция, всего",164.0
41615464,Полянское,2022,"Миграция, всего",-81.0
41615476,Селезнёвское,2011,"Миграция, всего",-24.0
41615476,Селезнёвское,2012,"Миграция, всего",95.0
41615476,Селезнёвское,2013,"Миграция, всего",-16.0
41615476,Селезнёвское,2014,"Миграция, всего",-1.0
41615476,Селезнёвское,2015,"Миграция, всего",-37.0
41615476,Селезнёвское,2016,"Миграция, всего",-25.0
41615476,Селезнёвское,2017,"Миграция, всего",-15.0
41615476,Селезнёвское,2018,"Миграция, всего",-16.0
41615476,Селезнёвское,2019,"Миграция, всего",-58.0
41615476,Селезнёвское,2020,"Миграция, всего",-75.0
41615476,Селезнёвское,2021,"Миграция, всего",-62.0
41615476,Селезнёвское,2022,"Миграция, всего",-3.0
41615492,Гончаровское,2011,"Миграция, всего",67.0
41615492,Гончаровское,2012,"Миграция, всего",100.0
41615492,Гончаровское,2013,"Миграция, всего",188.0
41615492,Гончаровское,2014,"Миграция, всего",26.0
41615492,Гончаровское,2015,"Миграция, всего",44.0
41615492,Гончаровское,2016,"Миграция, всего",-30.0
41615492,Гончаровское,2017,"Миграция, всего",6.0
41615492,Гончаровское,2018,"Миграция, всего",-97.0
41615492,Гончаровское,2019,"Миграция, всего",-77.0
41615492,Гончаровское,2020,"Миграция, всего",-47.0
41615492,Гончаровское,2021,"Миграция, всего",-45.0
41615492,Гончаровское,2022,"Миграция, всего",17.0
41618000,Гатчинский муниципальный район,2011,"Миграция, всего",5309.0
41618000,Гатчинский муниципальный район,2012,"Миграция, всего",5110.0
41618000,Гатчинский муниципальный район,2013,"Миграция, всего",4144.0
41618000,Гатчинский муниципальный район,2014,"Миграция, всего",3215.0
41618000,Гатчинский муниципальный район,2015,"Миграция, всего",942.0
41618000,Гатчинский муниципальный район,2016,"Миграция, всего",767.0
41618000,Гатчинский муниципальный район,2017,"Миграция, всего",-63.0
41618000,Гатчинский муниципальный район,2018,"Миграция, всего",339.0
41618000,Гатчинский муниципальный район,2019,"Миграция, всего",-3760.0
41618000,Гатчинский муниципальный район,2020,"Миграция, всего",-3039.0
41618000,Гатчинский муниципальный район,2021,"Миграция, всего",304.0
41618000,Гатчинский муниципальный район,2022,"Миграция, всего",122.0
41618101,Гатчинское,2011,"Миграция, всего",1518.0
41618101,Гатчинское,2012,"Миграция, всего",1875.0
41618101,Гатчинское,2013,"Миграция, всего",1160.0
41618101,Гатчинское,2014,"Миграция, всего",1268.0
41618101,Гатчинское,2015,"Миграция, всего",-218.0
41618101,Гатчинское,2016,"Миграция, всего",3.0
41618101,Гатчинское,2017,"Миграция, всего",-114.0
41618101,Гатчинское,2018,"Миграция, всего",-28.0
41618101,Гатчинское,2019,"Миграция, всего",-1288.0
41618101,Гатчинское,2021,"Миграция, всего",-286.0
41618101,Гатчинское,2022,"Миграция, всего",-320.0
41618105,Коммунарское,2011,"Миграция, всего",520.0
41618105,Коммунарское,2012,"Миграция, всего",390.0
41618105,Коммунарское,2013,"Миграция, всего",178.0
41618105,Коммунарское,2014,"Миграция, всего",372.0
41618105,Коммунарское,2015,"Миграция, всего",222.0
41618105,Коммунарское,2016,"Миграция, всего",261.0
41618105,Коммунарское,2017,"Миграция, всего",104.0
41618105,Коммунарское,2018,"Миграция, всего",514.0
41618105,Коммунарское,2019,"Миграция, всего",-230.0
41618105,Коммунарское,2021,"Миграция, всего",275.0
41618105,Коммунарское,2022,"Миграция, всего",61.0
41618154,Вырицкое,2011,"Миграция, всего",462.0
41618154,Вырицкое,2012,"Миграция, всего",290.0
41618154,Вырицкое,2013,"Миграция, всего",319.0
41618154,Вырицкое,2014,"Миграция, всего",191.0
41618154,Вырицкое,2015,"Миграция, всего",132.0
41618154,Вырицкое,2016,"Миграция, всего",-43.0
41618154,Вырицкое,2017,"Миграция, всего",-32.0
41618154,Вырицкое,2018,"Миграция, всего",-112.0
41618154,Вырицкое,2019,"Миграция, всего",-313.0
41618154,Вырицкое,2020,"Миграция, всего",-251.0
41618154,Вырицкое,2021,"Миграция, всего",5.0
41618154,Вырицкое,2022,"Миграция, всего",-81.0
41618156,Дружногорское,2011,"Миграция, всего",142.0
41618156,Дружногорское,2012,"Миграция, всего",104.0
41618156,Дружногорское,2013,"Миграция, всего",89.0
41618156,Дружногорское,2014,"Миграция, всего",56.0
41618156,Дружногорское,2015,"Миграция, всего",-22.0
41618156,Дружногорское,2016,"Миграция, всего",10.0
41618156,Дружногорское,2017,"Миграция, всего",27.0
41618156,Дружногорское,2018,"Миграция, всего",14.0
41618156,Дружногорское,2019,"Миграция, всего",-118.0
41618156,Дружногорское,2020,"Миграция, всего",-84.0
41618156,Дружногорское,2021,"Миграция, всего",18.0
41618156,Дружногорское,2022,"Миграция, всего",-58.0
41618169,Сиверское,2011,"Миграция, всего",273.0
41618169,Сиверское,2012,"Миграция, всего",366.0
41618169,Сиверское,2013,"Миграция, всего",386.0
41618169,Сиверское,2014,"Миграция, всего",220.0
41618169,Сиверское,2015,"Миграция, всего",26.0
41618169,Сиверское,2016,"Миграция, всего",117.0
41618169,Сиверское,2017,"Миграция, всего",-35.0
41618169,Сиверское,2018,"Миграция, всего",-89.0
41618169,Сиверское,2019,"Миграция, всего",-366.0
41618169,Сиверское,2020,"Миграция, всего",-283.0
41618169,Сиверское,2021,"Миграция, всего",-53.0
41618169,Сиверское,2022,"Миграция, всего",-104.0
41618176,Таицкое,2011,"Миграция, всего",241.0
41618176,Таицкое,2012,"Миграция, всего",228.0
41618176,Таицкое,2013,"Миграция, всего",216.0
41618176,Таицкое,2014,"Миграция, всего",390.0
41618176,Таицкое,2015,"Миграция, всего",121.0
41618176,Таицкое,2016,"Миграция, всего",61.0
41618176,Таицкое,2017,"Миграция, всего",-191.0
41618176,Таицкое,2018,"Миграция, всего",-82.0
41618176,Таицкое,2019,"Миграция, всего",-186.0
41618176,Таицкое,2020,"Миграция, всего",-115.0
41618176,Таицкое,2021,"Миграция, всего",56.0
41618176,Таицкое,2022,"Миграция, всего",182.0
41618404,Пудомягское,2011,"Миграция, всего",311.0
41618404,Пудомягское,2012,"Миграция, всего",146.0
41618404,Пудомягское,2013,"Миграция, всего",77.0
41618404,Пудомягское,2014,"Миграция, всего",157.0
41618404,Пудомягское,2015,"Миграция, всего",-9.0
41618404,Пудомягское,2016,"Миграция, всего",63.0
41618404,Пудомягское,2017,"Миграция, всего",71.0
41618404,Пудомягское,2018,"Миграция, всего",84.0
41618404,Пудомягское,2019,"Миграция, всего",-201.0
41618404,Пудомягское,2021,"Миграция, всего",103.0
41618404,Пудомягское,2022,"Миграция, всего",184.0
41618408,Большеколпанское,2011,"Миграция, всего",147.0
41618408,Большеколпанское,2012,"Миграция, всего",208.0
41618408,Большеколпанское,2013,"Миграция, всего",122.0
41618408,Большеколпанское,2014,"Миграция, всего",180.0
41618408,Большеколпанское,2015,"Миграция, всего",215.0
41618408,Большеколпанское,2016,"Миграция, всего",53.0
41618408,Большеколпанское,2017,"Миграция, всего",-94.0
41618408,Большеколпанское,2018,"Миграция, всего",-64.0
41618408,Большеколпанское,2019,"Миграция, всего",-115.0
41618408,Большеколпанское,2021,"Миграция, всего",48.0
41618408,Большеколпанское,2022,"Миграция, всего",14.0
41618416,Веревское,2011,"Миграция, всего",341.0
41618416,Веревское,2012,"Миграция, всего",261.0
41618416,Веревское,2013,"Миграция, всего",317.0
41618416,Веревское,2014,"Миграция, всего",47.0
41618416,Веревское,2015,"Миграция, всего",18.0
41618416,Веревское,2016,"Миграция, всего",42.0
41618416,Веревское,2017,"Миграция, всего",11.0
41618416,Веревское,2018,"Миграция, всего",33.0
41618416,Веревское,2019,"Миграция, всего",-152.0
41618416,Веревское,2020,"Миграция, всего",-58.0
41618416,Веревское,2021,"Миграция, всего",66.0
41618416,Веревское,2022,"Миграция, всего",156.0
41618418,Войсковицкое,2011,"Миграция, всего",42.0
41618418,Войсковицкое,2012,"Миграция, всего",40.0
41618418,Войсковицкое,2013,"Миграция, всего",173.0
41618418,Войсковицкое,2014,"Миграция, всего",-213.0
41618418,Войсковицкое,2015,"Миграция, всего",-47.0
41618418,Войсковицкое,2016,"Миграция, всего",-37.0
41618418,Войсковицкое,2017,"Миграция, всего",-101.0
41618418,Войсковицкое,2018,"Миграция, всего",-127.0
41618418,Войсковицкое,2019,"Миграция, всего",-120.0
41618418,Войсковицкое,2020,"Миграция, всего",-86.0
41618418,Войсковицкое,2021,"Миграция, всего",-15.0
41618418,Войсковицкое,2022,"Миграция, всего",50.0
41618424,Елизаветинское,2011,"Миграция, всего",151.0
41618424,Елизаветинское,2012,"Миграция, всего",111.0
41618424,Елизаветинское,2013,"Миграция, всего",55.0
41618424,Елизаветинское,2014,"Миграция, всего",15.0
41618424,Елизаветинское,2015,"Миграция, всего",92.0
41618424,Елизаветинское,2016,"Миграция, всего",6.0
41618424,Елизаветинское,2017,"Миграция, всего",74.0
41618424,Елизаветинское,2018,"Миграция, всего",4.0
41618424,Елизаветинское,2019,"Миграция, всего",-101.0
41618424,Елизаветинское,2020,"Миграция, всего",-53.0
41618424,Елизаветинское,2021,"Миграция, всего",55.0
41618424,Елизаветинское,2022,"Миграция, всего",-17.0
41618426,Кобринское,2011,"Миграция, всего",123.0
41618426,Кобринское,2012,"Миграция, всего",130.0
41618426,Кобринское,2013,"Миграция, всего",117.0
41618426,Кобринское,2014,"Миграция, всего",109.0
41618426,Кобринское,2015,"Миграция, всего",34.0
41618426,Кобринское,2016,"Миграция, всего",-8.0
41618426,Кобринское,2017,"Миграция, всего",74.0
41618426,Кобринское,2018,"Миграция, всего",0.0
41618426,Кобринское,2019,"Миграция, всего",-111.0
41618426,Кобринское,2020,"Миграция, всего",-112.0
41618426,Кобринское,2021,"Миграция, всего",19.0
41618426,Кобринское,2022,"Миграция, всего",0.0
41618444,Новосветское,2011,"Миграция, всего",276.0
41618444,Новосветское,2012,"Миграция, всего",278.0
41618444,Новосветское,2013,"Миграция, всего",97.0
41618444,Новосветское,2014,"Миграция, всего",-2.0
41618444,Новосветское,2015,"Миграция, всего",97.0
41618444,Новосветское,2016,"Миграция, всего",19.0
41618444,Новосветское,2017,"Миграция, всего",-4.0
41618444,Новосветское,2018,"Миграция, всего",4.0
41618444,Новосветское,2019,"Миграция, всего",-74.0
41618444,Новосветское,2020,"Миграция, всего",-91.0
41618444,Новосветское,2021,"Миграция, всего",-5.0
41618444,Новосветское,2022,"Миграция, всего",64.0
41618448,Пудостьское,2011,"Миграция, всего",224.0
41618448,Пудостьское,2012,"Миграция, всего",215.0
41618448,Пудостьское,2013,"Миграция, всего",242.0
41618448,Пудостьское,2014,"Миграция, всего",136.0
41618448,Пудостьское,2015,"Миграция, всего",143.0
41618448,Пудостьское,2016,"Миграция, всего",251.0
41618448,Пудостьское,2017,"Миграция, всего",155.0
41618448,Пудостьское,2018,"Миграция, всего",215.0
41618448,Пудостьское,2019,"Миграция, всего",-69.0
41618448,Пудостьское,2020,"Миграция, всего",-73.0
41618448,Пудостьское,2021,"Миграция, всего",57.0
41618448,Пудостьское,2022,"Миграция, всего",12.0
41618452,Рождественское,2011,"Миграция, всего",172.0
41618452,Рождественское,2012,"Миграция, всего",168.0
41618452,Рождественское,2013,"Миграция, всего",134.0
41618452,Рождественское,2014,"Миграция, всего",56.0
41618452,Рождественское,2015,"Миграция, всего",0.0
41618452,Рождественское,2016,"Миграция, всего",-25.0
41618452,Рождественское,2017,"Миграция, всего",6.0
41618452,Рождественское,2018,"Миграция, всего",4.0
41618452,Рождественское,2019,"Миграция, всего",-49.0
41618452,Рождественское,2020,"Миграция, всего",-87.0
41618452,Рождественское,2021,"Миграция, всего",-59.0
41618452,Рождественское,2022,"Миграция, всего",-67.0
41618460,Сусанинское,2011,"Миграция, всего",301.0
41618460,Сусанинское,2012,"Миграция, всего",224.0
41618460,Сусанинское,2013,"Миграция, всего",380.0
41618460,Сусанинское,2014,"Миграция, всего",170.0
41618460,Сусанинское,2015,"Миграция, всего",151.0
41618460,Сусанинское,2016,"Миграция, всего",-32.0
41618460,Сусанинское,2017,"Миграция, всего",-65.0
41618460,Сусанинское,2018,"Миграция, всего",-44.0
41618460,Сусанинское,2019,"Миграция, всего",-167.0
41618460,Сусанинское,2021,"Миграция, всего",7.0
41618460,Сусанинское,2022,"Миграция, всего",77.0
41618461,Сяськелевское,2011,"Миграция, всего",65.0
41618461,Сяськелевское,2012,"Миграция, всего",76.0
41618461,Сяськелевское,2013,"Миграция, всего",82.0
41618461,Сяськелевское,2014,"Миграция, всего",63.0
41618461,Сяськелевское,2015,"Миграция, всего",-13.0
41618461,Сяськелевское,2016,"Миграция, всего",26.0
41618461,Сяськелевское,2017,"Миграция, всего",51.0
41618461,Сяськелевское,2018,"Миграция, всего",13.0
41618461,Сяськелевское,2019,"Миграция, всего",-100.0
41618461,Сяськелевское,2020,"Миграция, всего",-53.0
41618461,Сяськелевское,2021,"Миграция, всего",13.0
41618461,Сяськелевское,2022,"Миграция, всего",-31.0
41621000,Кингисеппский муниципальный район,2011,"Миграция, всего",1362.0
41621000,Кингисеппский муниципальный район,2012,"Миграция, всего",561.0
41621000,Кингисеппский муниципальный район,2013,"Миграция, всего",869.0
41621000,Кингисеппский муниципальный район,2014,"Миграция, всего",341.0
41621000,Кингисеппский муниципальный район,2015,"Миграция, всего",-100.0
41621000,Кингисеппский муниципальный район,2016,"Миграция, всего",-22.0
41621000,Кингисеппский муниципальный район,2017,"Миграция, всего",531.0
41621000,Кингисеппский муниципальный район,2018,"Миграция, всего",-2160.0
41621000,Кингисеппский муниципальный район,2019,"Миграция, всего",-812.0
41621000,Кингисеппский муниципальный район,2020,"Миграция, всего",-516.0
41621000,Кингисеппский муниципальный район,2021,"Миграция, всего",-229.0
41621000,Кингисеппский муниципальный район,2022,"Миграция, всего",-101.0
41621101,Кингисеппское,2011,"Миграция, всего",326.0
41621101,Кингисеппское,2012,"Миграция, всего",-68.0
41621101,Кингисеппское,2013,"Миграция, всего",137.0
41621101,Кингисеппское,2014,"Миграция, всего",79.0
41621101,Кингисеппское,2015,"Миграция, всего",14.0
41621101,Кингисеппское,2016,"Миграция, всего",-121.0
41621101,Кингисеппское,2017,"Миграция, всего",-333.0
41621101,Кингисеппское,2018,"Миграция, всего",-576.0
41621101,Кингисеппское,2019,"Миграция, всего",-310.0
41621101,Кингисеппское,2021,"Миграция, всего",-110.0
41621101,Кингисеппское,2022,"Миграция, всего",-65.0
41621102,Ивангородское,2011,"Миграция, всего",340.0
41621102,Ивангородское,2012,"Миграция, всего",354.0
41621102,Ивангородское,2013,"Миграция, всего",315.0
41621102,Ивангородское,2014,"Миграция, всего",94.0
41621102,Ивангородское,2015,"Миграция, всего",-201.0
41621102,Ивангородское,2016,"Миграция, всего",89.0
41621102,Ивангородское,2017,"Миграция, всего",-28.0
41621102,Ивангородское,2018,"Миграция, всего",-574.0
