oktmo,name,year,whereabouts,saldo
41609461,Селивановское,2019,В пределах России,-17.0
41609461,Селивановское,2019,Внутрирегиональная,0.0
41609461,Селивановское,2019,Межрегиональная,-17.0
41609461,Селивановское,2019,Международная,3.0
41609461,Селивановское,2019,Со странами СНГ,1.0
41609461,Селивановское,2019,С другими зарубежными странами,nan
41609461,Селивановское,2019,Внешняя (для региона)  миграция,-14.0
41609461,Селивановское,2020,"Миграция, всего",-4.0
41609461,Селивановское,2020,В пределах России,-8.0
41609461,Селивановское,2020,Внутрирегиональная,-7.0
41609461,Селивановское,2020,Межрегиональная,-1.0
41609461,Селивановское,2020,Международная,nan
41609461,Селивановское,2020,Со странами СНГ,nan
41609461,Селивановское,2020,С другими зарубежными странами,nan
41609461,Селивановское,2020,Внешняя (для региона)  миграция,3.0
41609461,Селивановское,2021,"Миграция, всего",8.0
41609461,Селивановское,2021,В пределах России,7.0
41609461,Селивановское,2021,Внутрирегиональная,-3.0
41609461,Селивановское,2021,Межрегиональная,10.0
41609461,Селивановское,2021,Международная,1.0
41609461,Селивановское,2021,Со странами СНГ,1.0
41609461,Селивановское,2021,Внешняя (для региона)  миграция,11.0
41609461,Селивановское,2022,"Миграция, всего",0.0
41609461,Селивановское,2022,В пределах России,-3.0
41609461,Селивановское,2022,Внутрирегиональная,1.0
41609461,Селивановское,2022,Межрегиональная,-4.0
41609461,Селивановское,2022,Международная,3.0
41609461,Селивановское,2022,Со странами СНГ,3.0
41609461,Селивановское,2022,Внешняя (для региона)  миграция,-1.0
41609462,Староладожское,2015,"Миграция, всего",-22.0
41609462,Староладожское,2015,В пределах России,-23.0
41609462,Староладожское,2015,Внутрирегиональная,-12.0
41609462,Староладожское,2015,Межрегиональная,-11.0
41609462,Староладожское,2015,Международная,1.0
41609462,Староладожское,2015,Со странами СНГ,1.0
41609462,Староладожское,2015,Внешняя (для региона)  миграция,-10.0
41609462,Староладожское,2016,"Миграция, всего",-19.0
41609462,Староладожское,2016,В пределах России,-19.0
41609462,Староладожское,2016,Внутрирегиональная,-5.0
41609462,Староладожское,2016,Межрегиональная,-14.0
41609462,Староладожское,2016,Международная,0.0
41609462,Староладожское,2016,Со странами СНГ,nan
41609462,Староладожское,2016,Внешняя (для региона)  миграция,-14.0
41609462,Староладожское,2017,"Миграция, всего",-4.0
41609462,Староладожское,2017,В пределах России,-6.0
41609462,Староладожское,2017,Внутрирегиональная,-7.0
41609462,Староладожское,2017,Межрегиональная,1.0
41609462,Староладожское,2017,Международная,2.0
41609462,Староладожское,2017,Со странами СНГ,2.0
41609462,Староладожское,2017,Внешняя (для региона)  миграция,3.0
41609462,Староладожское,2018,"Миграция, всего",-15.0
41609462,Староладожское,2018,В пределах России,-12.0
41609462,Староладожское,2018,Внутрирегиональная,-19.0
41609462,Староладожское,2018,Межрегиональная,7.0
41609462,Староладожское,2018,Внешняя (для региона)  миграция,4.0
41609462,Староладожское,2019,"Миграция, всего",5.0
41609462,Староладожское,2019,В пределах России,-4.0
41609462,Староладожское,2019,Внутрирегиональная,-4.0
41609462,Староладожское,2019,Межрегиональная,0.0
41609462,Староладожское,2019,Международная,nan
41609462,Староладожское,2019,Со странами СНГ,nan
41609462,Староладожское,2019,С другими зарубежными странами,nan
41609462,Староладожское,2019,Внешняя (для региона)  миграция,9.0
41609462,Староладожское,2020,"Миграция, всего",-4.0
41609462,Староладожское,2020,В пределах России,-14.0
41609462,Староладожское,2020,Внутрирегиональная,-21.0
41609462,Староладожское,2020,Межрегиональная,7.0
41609462,Староладожское,2020,Международная,nan
41609462,Староладожское,2020,Со странами СНГ,nan
41609462,Староладожское,2020,Внешняя (для региона)  миграция,17.0
41609462,Староладожское,2021,"Миграция, всего",1.0
41609462,Староладожское,2021,В пределах России,2.0
41609462,Староладожское,2021,Внутрирегиональная,3.0
41609462,Староладожское,2021,Межрегиональная,-1.0
41609462,Староладожское,2021,Международная,-1.0
41609462,Староладожское,2021,Со странами СНГ,-1.0
41609462,Староладожское,2021,Внешняя (для региона)  миграция,-2.0
41609462,Староладожское,2022,"Миграция, всего",-10.0
41609462,Староладожское,2022,В пределах России,-8.0
41609462,Староладожское,2022,Внутрирегиональная,-7.0
41609462,Староладожское,2022,Межрегиональная,-1.0
41609462,Староладожское,2022,Международная,-2.0
41609462,Староладожское,2022,Со странами СНГ,-2.0
41609462,Староладожское,2022,Внешняя (для региона)  миграция,-3.0
41609465,Усадищенское,2015,"Миграция, всего",6.0
41609465,Усадищенское,2015,В пределах России,3.0
41609465,Усадищенское,2015,Внутрирегиональная,1.0
41609465,Усадищенское,2015,Межрегиональная,2.0
41609465,Усадищенское,2015,Международная,nan
41609465,Усадищенское,2015,Со странами СНГ,nan
41609465,Усадищенское,2015,Внешняя (для региона)  миграция,5.0
41609465,Усадищенское,2016,"Миграция, всего",-5.0
41609465,Усадищенское,2016,В пределах России,-8.0
41609465,Усадищенское,2016,Внутрирегиональная,-5.0
41609465,Усадищенское,2016,Межрегиональная,-3.0
41609465,Усадищенское,2016,Международная,3.0
41609465,Усадищенское,2016,Со странами СНГ,3.0
41609465,Усадищенское,2016,Внешняя (для региона)  миграция,0.0
41609465,Усадищенское,2017,"Миграция, всего",-7.0
41609465,Усадищенское,2017,В пределах России,-9.0
41609465,Усадищенское,2017,Внутрирегиональная,-19.0
41609465,Усадищенское,2017,Межрегиональная,10.0
41609465,Усадищенское,2017,Международная,nan
41609465,Усадищенское,2017,Со странами СНГ,nan
41609465,Усадищенское,2017,Внешняя (для региона)  миграция,12.0
41609465,Усадищенское,2018,"Миграция, всего",8.0
41609465,Усадищенское,2018,В пределах России,4.0
41609465,Усадищенское,2018,Внутрирегиональная,-2.0
41609465,Усадищенское,2018,Межрегиональная,6.0
41609465,Усадищенское,2018,Международная,nan
41609465,Усадищенское,2018,Со странами СНГ,nan
41609465,Усадищенское,2018,Внешняя (для региона)  миграция,10.0
41609465,Усадищенское,2019,"Миграция, всего",-4.0
41609465,Усадищенское,2019,В пределах России,-6.0
41609465,Усадищенское,2019,Внутрирегиональная,-8.0
41609465,Усадищенское,2019,Межрегиональная,2.0
41609465,Усадищенское,2019,Международная,2.0
41609465,Усадищенское,2019,Со странами СНГ,2.0
41609465,Усадищенское,2019,Внешняя (для региона)  миграция,4.0
41609465,Усадищенское,2020,"Миграция, всего",2.0
41609465,Усадищенское,2020,В пределах России,-3.0
41609465,Усадищенское,2020,Внутрирегиональная,-7.0
41609465,Усадищенское,2020,Межрегиональная,4.0
41609465,Усадищенское,2020,Международная,5.0
41609465,Усадищенское,2020,Со странами СНГ,5.0
41609465,Усадищенское,2020,Внешняя (для региона)  миграция,9.0
41609465,Усадищенское,2021,"Миграция, всего",-7.0
41609465,Усадищенское,2021,В пределах России,-13.0
41609465,Усадищенское,2021,Внутрирегиональная,-14.0
41609465,Усадищенское,2021,Межрегиональная,1.0
41609465,Усадищенское,2021,Международная,nan
41609465,Усадищенское,2021,Со странами СНГ,nan
41609465,Усадищенское,2021,Внешняя (для региона)  миграция,7.0
41609465,Усадищенское,2022,"Миграция, всего",-10.0
41609465,Усадищенское,2022,В пределах России,-18.0
41609465,Усадищенское,2022,Внутрирегиональная,-13.0
41609465,Усадищенское,2022,Межрегиональная,-5.0
41609465,Усадищенское,2022,Международная,nan
41609465,Усадищенское,2022,Со странами СНГ,nan
41609465,Усадищенское,2022,Внешняя (для региона)  миграция,3.0
41609468,Хваловское,2015,"Миграция, всего",-3.0
41609468,Хваловское,2015,В пределах России,-8.0
41609468,Хваловское,2015,Внутрирегиональная,-3.0
41609468,Хваловское,2015,Межрегиональная,-5.0
41609468,Хваловское,2015,Международная,nan
41609468,Хваловское,2015,Со странами СНГ,nan
41609468,Хваловское,2015,Внешняя (для региона)  миграция,0.0
41609468,Хваловское,2016,"Миграция, всего",-1.0
41609468,Хваловское,2016,В пределах России,-3.0
41609468,Хваловское,2016,Внутрирегиональная,-5.0
41609468,Хваловское,2016,Межрегиональная,2.0
41609468,Хваловское,2016,Международная,nan
41609468,Хваловское,2016,Со странами СНГ,nan
41609468,Хваловское,2016,Внешняя (для региона)  миграция,4.0
41609468,Хваловское,2017,"Миграция, всего",-12.0
41609468,Хваловское,2017,В пределах России,-12.0
41609468,Хваловское,2017,Внутрирегиональная,-15.0
41609468,Хваловское,2017,Межрегиональная,3.0
41609468,Хваловское,2017,Международная,0.0
41609468,Хваловское,2017,С другими зарубежными странами,0.0
41609468,Хваловское,2017,Внешняя (для региона)  миграция,3.0
41609468,Хваловское,2018,"Миграция, всего",-10.0
41609468,Хваловское,2018,В пределах России,-9.0
41609468,Хваловское,2018,Внутрирегиональная,-10.0
41609468,Хваловское,2018,Межрегиональная,1.0
41609468,Хваловское,2018,Внешняя (для региона)  миграция,0.0
41609468,Хваловское,2019,"Миграция, всего",-23.0
41609468,Хваловское,2019,В пределах России,-24.0
41609468,Хваловское,2019,Внутрирегиональная,-12.0
41609468,Хваловское,2019,Межрегиональная,-12.0
41609468,Хваловское,2019,Международная,1.0
41609468,Хваловское,2019,Со странами СНГ,1.0
41609468,Хваловское,2019,Внешняя (для региона)  миграция,-11.0
41609468,Хваловское,2020,"Миграция, всего",-4.0
41609468,Хваловское,2020,В пределах России,-6.0
41609468,Хваловское,2020,Внутрирегиональная,-5.0
41609468,Хваловское,2020,Межрегиональная,-1.0
41609468,Хваловское,2020,Международная,nan
41609468,Хваловское,2020,Со странами СНГ,nan
41609468,Хваловское,2020,Внешняя (для региона)  миграция,1.0
41609468,Хваловское,2021,"Миграция, всего",-2.0
41609468,Хваловское,2021,В пределах России,-4.0
41609468,Хваловское,2021,Внутрирегиональная,-6.0
41609468,Хваловское,2021,Межрегиональная,2.0
41609468,Хваловское,2021,Международная,nan
41609468,Хваловское,2021,Со странами СНГ,nan
41609468,Хваловское,2021,Внешняя (для региона)  миграция,4.0
41609468,Хваловское,2022,"Миграция, всего",-11.0
41609468,Хваловское,2022,В пределах России,-11.0
41609468,Хваловское,2022,Внутрирегиональная,-4.0
41609468,Хваловское,2022,Межрегиональная,-7.0
41609468,Хваловское,2022,Международная,0.0
41609468,Хваловское,2022,Со странами СНГ,0.0
41609468,Хваловское,2022,Внешняя (для региона)  миграция,-7.0
41609471,Кисельнинское,2015,"Миграция, всего",-2.0
41609471,Кисельнинское,2015,В пределах России,-13.0
41609471,Кисельнинское,2015,Внутрирегиональная,-11.0
41609471,Кисельнинское,2015,Межрегиональная,-2.0
41609471,Кисельнинское,2015,Международная,11.0
41609471,Кисельнинское,2015,Со странами СНГ,11.0
41609471,Кисельнинское,2015,С другими зарубежными странами,0.0
41609471,Кисельнинское,2015,Внешняя (для региона)  миграция,9.0
41609471,Кисельнинское,2016,"Миграция, всего",6.0
41609471,Кисельнинское,2016,В пределах России,-1.0
41609471,Кисельнинское,2016,Внутрирегиональная,-3.0
41609471,Кисельнинское,2016,Межрегиональная,2.0
41609471,Кисельнинское,2016,Международная,7.0
41609471,Кисельнинское,2016,Со странами СНГ,7.0
41609471,Кисельнинское,2016,Внешняя (для региона)  миграция,9.0
41609471,Кисельнинское,2017,"Миграция, всего",2.0
41609471,Кисельнинское,2017,В пределах России,-7.0
41609471,Кисельнинское,2017,Внутрирегиональная,-7.0
41609471,Кисельнинское,2017,Межрегиональная,0.0
41609471,Кисельнинское,2017,Международная,9.0
41609471,Кисельнинское,2017,Со странами СНГ,9.0
41609471,Кисельнинское,2017,С другими зарубежными странами,0.0
41609471,Кисельнинское,2017,Внешняя (для региона)  миграция,9.0
41609471,Кисельнинское,2018,"Миграция, всего",10.0
41609471,Кисельнинское,2018,В пределах России,-1.0
41609471,Кисельнинское,2018,Внутрирегиональная,0.0
41609471,Кисельнинское,2018,Межрегиональная,-1.0
41609471,Кисельнинское,2018,Международная,11.0
41609471,Кисельнинское,2018,Со странами СНГ,12.0
41609471,Кисельнинское,2018,Внешняя (для региона)  миграция,10.0
41609471,Кисельнинское,2019,"Миграция, всего",10.0
41609471,Кисельнинское,2019,В пределах России,-6.0
41609471,Кисельнинское,2019,Внутрирегиональная,-11.0
41609471,Кисельнинское,2019,Межрегиональная,5.0
41609471,Кисельнинское,2019,Международная,16.0
41609471,Кисельнинское,2019,Со странами СНГ,10.0
41609471,Кисельнинское,2019,С другими зарубежными странами,6.0
41609471,Кисельнинское,2019,Внешняя (для региона)  миграция,21.0
41609471,Кисельнинское,2020,"Миграция, всего",21.0
41609471,Кисельнинское,2020,В пределах России,4.0
41609471,Кисельнинское,2020,Внутрирегиональная,-7.0
41609471,Кисельнинское,2020,Межрегиональная,11.0
41609471,Кисельнинское,2020,Международная,nan
41609471,Кисельнинское,2020,Со странами СНГ,nan
41609471,Кисельнинское,2020,С другими зарубежными странами,nan
41609471,Кисельнинское,2020,Внешняя (для региона)  миграция,28.0
41609471,Кисельнинское,2021,"Миграция, всего",21.0
41609471,Кисельнинское,2021,В пределах России,8.0
41609471,Кисельнинское,2021,Внутрирегиональная,4.0
41609471,Кисельнинское,2021,Межрегиональная,4.0
41609471,Кисельнинское,2021,Международная,13.0
41609471,Кисельнинское,2021,Со странами СНГ,11.0
41609471,Кисельнинское,2021,С другими зарубежными странами,nan
41609471,Кисельнинское,2021,Внешняя (для региона)  миграция,17.0
41609471,Кисельнинское,2022,"Миграция, всего",12.0
41609471,Кисельнинское,2022,В пределах России,4.0
41609471,Кисельнинское,2022,Внутрирегиональная,-6.0
41609471,Кисельнинское,2022,Межрегиональная,10.0
41609471,Кисельнинское,2022,Международная,8.0
41609471,Кисельнинское,2022,Со странами СНГ,8.0
41609471,Кисельнинское,2022,Внешняя (для региона)  миграция,18.0
41609480,Свирицкое,2015,"Миграция, всего",3.0
41609480,Свирицкое,2015,В пределах России,2.0
41609480,Свирицкое,2015,Внутрирегиональная,1.0
41609480,Свирицкое,2015,Межрегиональная,1.0
41609480,Свирицкое,2015,Международная,nan
41609480,Свирицкое,2015,Со странами СНГ,nan
41609480,Свирицкое,2015,Внешняя (для региона)  миграция,2.0
41609480,Свирицкое,2016,"Миграция, всего",1.0
41609480,Свирицкое,2016,В пределах России,1.0
41609480,Свирицкое,2016,Внутрирегиональная,-5.0
41609480,Свирицкое,2016,Межрегиональная,6.0
41609480,Свирицкое,2016,Внешняя (для региона)  миграция,6.0
41609480,Свирицкое,2017,"Миграция, всего",-11.0
41609480,Свирицкое,2017,В пределах России,-11.0
41609480,Свирицкое,2017,Внутрирегиональная,0.0
41609480,Свирицкое,2017,Межрегиональная,-11.0
41609480,Свирицкое,2017,Международная,0.0
41609480,Свирицкое,2017,Со странами СНГ,0.0
41609480,Свирицкое,2017,Внешняя (для региона)  миграция,-11.0
41609480,Свирицкое,2018,"Миграция, всего",4.0
41609480,Свирицкое,2018,В пределах России,1.0
41609480,Свирицкое,2018,Внутрирегиональная,-1.0
41609480,Свирицкое,2018,Межрегиональная,2.0
41609480,Свирицкое,2018,Международная,3.0
41609480,Свирицкое,2018,Со странами СНГ,2.0
41609480,Свирицкое,2018,С другими зарубежными странами,nan
41609480,Свирицкое,2018,Внешняя (для региона)  миграция,5.0
41609480,Свирицкое,2019,"Миграция, всего",-6.0
41609480,Свирицкое,2019,В пределах России,-5.0
41609480,Свирицкое,2019,Внутрирегиональная,0.0
41609480,Свирицкое,2019,Межрегиональная,-5.0
41609480,Свирицкое,2019,Внешняя (для региона)  миграция,-6.0
41609480,Свирицкое,2021,"Миграция, всего",6.0
41609480,Свирицкое,2021,В пределах России,4.0
41609480,Свирицкое,2021,Внутрирегиональная,0.0
41609480,Свирицкое,2021,Межрегиональная,4.0
41609480,Свирицкое,2021,Международная,nan
41609480,Свирицкое,2021,Со странами СНГ,nan
41609480,Свирицкое,2021,Внешняя (для региона)  миграция,6.0
41609480,Свирицкое,2022,"Миграция, всего",1.0
41609480,Свирицкое,2022,В пределах России,0.0
41609480,Свирицкое,2022,Внутрирегиональная,-4.0
41609480,Свирицкое,2022,Межрегиональная,4.0
41609480,Свирицкое,2022,Международная,nan
41609480,Свирицкое,2022,Со странами СНГ,nan
41609480,Свирицкое,2022,Внешняя (для региона)  миграция,5.0
41612000,Всеволожский муниципальный район,2015,"Миграция, всего",7428.0
41612000,Всеволожский муниципальный район,2015,В пределах России,8871.0
41612000,Всеволожский муниципальный район,2015,Внутрирегиональная,552.0
41612000,Всеволожский муниципальный район,2015,Межрегиональная,8319.0
41612000,Всеволожский муниципальный район,2015,Международная,-1443.0
41612000,Всеволожский муниципальный район,2015,Со странами СНГ,-1508.0
41612000,Всеволожский муниципальный район,2015,С другими зарубежными странами,65.0
41612000,Всеволожский муниципальный район,2015,Внешняя (для региона)  миграция,6876.0
41612000,Всеволожский муниципальный район,2016,"Миграция, всего",13254.0
41612000,Всеволожский муниципальный район,2016,В пределах России,12116.0
41612000,Всеволожский муниципальный район,2016,Внутрирегиональная,918.0
41612000,Всеволожский муниципальный район,2016,Межрегиональная,11198.0
41612000,Всеволожский муниципальный район,2016,Международная,1138.0
41612000,Всеволожский муниципальный район,2016,Со странами СНГ,1144.0
41612000,Всеволожский муниципальный район,2016,С другими зарубежными странами,-6.0
41612000,Всеволожский муниципальный район,2016,Внешняя (для региона)  миграция,12336.0
41612000,Всеволожский муниципальный район,2017,"Миграция, всего",18998.0
41612000,Всеволожский муниципальный район,2017,В пределах России,16391.0
41612000,Всеволожский муниципальный район,2017,Внутрирегиональная,1259.0
41612000,Всеволожский муниципальный район,2017,Межрегиональная,15132.0
41612000,Всеволожский муниципальный район,2017,Международная,2607.0
41612000,Всеволожский муниципальный район,2017,Со странами СНГ,2538.0
41612000,Всеволожский муниципальный район,2017,С другими зарубежными странами,69.0
41612000,Всеволожский муниципальный район,2017,Внешняя (для региона)  миграция,17739.0
41612000,Всеволожский муниципальный район,2018,"Миграция, всего",30415.0
41612000,Всеволожский муниципальный район,2018,В пределах России,27743.0
41612000,Всеволожский муниципальный район,2018,Внутрирегиональная,1941.0
41612000,Всеволожский муниципальный район,2018,Межрегиональная,25802.0
41612000,Всеволожский муниципальный район,2018,Международная,2672.0
41612000,Всеволожский муниципальный район,2018,Со странами СНГ,2554.0
41612000,Всеволожский муниципальный район,2018,С другими зарубежными странами,118.0
41612000,Всеволожский муниципальный район,2018,Внешняя (для региона)  миграция,28474.0
41612000,Всеволожский муниципальный район,2019,"Миграция, всего",28433.0
41612000,Всеволожский муниципальный район,2019,В пределах России,26910.0
41612000,Всеволожский муниципальный район,2019,Внутрирегиональная,1883.0
41612000,Всеволожский муниципальный район,2019,Межрегиональная,25027.0
41612000,Всеволожский муниципальный район,2019,Международная,1523.0
41612000,Всеволожский муниципальный район,2019,Со странами СНГ,1415.0
41612000,Всеволожский муниципальный район,2019,С другими зарубежными странами,108.0
41612000,Всеволожский муниципальный район,2019,Внешняя (для региона)  миграция,26550.0
41612000,Всеволожский муниципальный район,2020,"Миграция, всего",25408.0
41612000,Всеволожский муниципальный район,2020,В пределах России,22136.0
41612000,Всеволожский муниципальный район,2020,Внутрирегиональная,1598.0
41612000,Всеволожский муниципальный район,2020,Межрегиональная,20538.0
41612000,Всеволожский муниципальный район,2020,Международная,3272.0
41612000,Всеволожский муниципальный район,2020,Со странами СНГ,3141.0
41612000,Всеволожский муниципальный район,2020,С другими зарубежными странами,131.0
41612000,Всеволожский муниципальный район,2020,Внешняя (для региона)  миграция,23810.0
41612000,Всеволожский муниципальный район,2021,"Миграция, всего",22741.0
41612000,Всеволожский муниципальный район,2021,В пределах России,19352.0
41612000,Всеволожский муниципальный район,2021,Внутрирегиональная,1288.0
41612000,Всеволожский муниципальный район,2021,Межрегиональная,18064.0
41612000,Всеволожский муниципальный район,2021,Международная,3389.0
41612000,Всеволожский муниципальный район,2021,Со странами СНГ,3240.0
41612000,Всеволожский муниципальный район,2021,С другими зарубежными странами,149.0
41612000,Всеволожский муниципальный район,2021,Внешняя (для региона)  миграция,21453.0
41612000,Всеволожский муниципальный район,2022,"Миграция, всего",18288.0
41612000,Всеволожский муниципальный район,2022,В пределах России,17051.0
41612000,Всеволожский муниципальный район,2022,Внутрирегиональная,1084.0
41612000,Всеволожский муниципальный район,2022,Межрегиональная,15967.0
41612000,Всеволожский муниципальный район,2022,Международная,1237.0
41612000,Всеволожский муниципальный район,2022,Со странами СНГ,1155.0
41612000,Всеволожский муниципальный район,2022,С другими зарубежными странами,82.0
41612000,Всеволожский муниципальный район,2022,Внешняя (для региона)  миграция,17204.0
41612101,Всеволожское,2015,"Миграция, всего",905.0
41612101,Всеволожское,2015,В пределах России,995.0
41612101,Всеволожское,2015,Внутрирегиональная,85.0
41612101,Всеволожское,2015,Межрегиональная,910.0
41612101,Всеволожское,2015,Международная,-90.0
41612101,Всеволожское,2015,Со странами СНГ,-134.0
41612101,Всеволожское,2015,С другими зарубежными странами,44.0
41612101,Всеволожское,2015,Внешняя (для региона)  миграция,820.0
41612101,Всеволожское,2016,"Миграция, всего",1417.0
41612101,Всеволожское,2016,В пределах России,1090.0
41612101,Всеволожское,2016,Внутрирегиональная,98.0
41612101,Всеволожское,2016,Межрегиональная,992.0
41612101,Всеволожское,2016,Международная,327.0
41612101,Всеволожское,2016,Со странами СНГ,368.0
41612101,Всеволожское,2016,С другими зарубежными странами,-41.0
41612101,Всеволожское,2016,Внешняя (для региона)  миграция,1319.0
41612101,Всеволожское,2017,"Миграция, всего",1523.0
41612101,Всеволожское,2017,В пределах России,723.0
41612101,Всеволожское,2017,Внутрирегиональная,-27.0
41612101,Всеволожское,2017,Межрегиональная,750.0
41612101,Всеволожское,2017,Международная,800.0
41612101,Всеволожское,2017,Со странами СНГ,796.0
41612101,Всеволожское,2017,С другими зарубежными странами,4.0
41612101,Всеволожское,2017,Внешняя (для региона)  миграция,1550.0
41612101,Всеволожское,2018,"Миграция, всего",587.0
41612101,Всеволожское,2018,В пределах России,400.0
41612101,Всеволожское,2018,Внутрирегиональная,-96.0
41612101,Всеволожское,2018,Межрегиональная,496.0
41612101,Всеволожское,2018,Международная,187.0
41612101,Всеволожское,2018,Со странами СНГ,182.0
41612101,Всеволожское,2018,С другими зарубежными странами,5.0
41612101,Всеволожское,2018,Внешняя (для региона)  миграция,683.0
41612101,Всеволожское,2019,"Миграция, всего",65.0
41612101,Всеволожское,2019,В пределах России,329.0
41612101,Всеволожское,2019,Внутрирегиональная,-144.0
41612101,Всеволожское,2019,Межрегиональная,473.0
41612101,Всеволожское,2019,Международная,-264.0
41612101,Всеволожское,2019,Со странами СНГ,-273.0
41612101,Всеволожское,2019,С другими зарубежными странами,9.0
41612101,Всеволожское,2019,Внешняя (для региона)  миграция,209.0
41612101,Всеволожское,2021,"Миграция, всего",929.0
41612101,Всеволожское,2021,В пределах России,696.0
41612101,Всеволожское,2021,Внутрирегиональная,-7.0
41612101,Всеволожское,2021,Межрегиональная,703.0
41612101,Всеволожское,2021,Международная,233.0
41612101,Всеволожское,2021,Со странами СНГ,225.0
41612101,Всеволожское,2021,С другими зарубежными странами,8.0
41612101,Всеволожское,2021,Внешняя (для региона)  миграция,936.0
41612101,Всеволожское,2022,"Миграция, всего",-145.0
41612101,Всеволожское,2022,В пределах России,-161.0
41612101,Всеволожское,2022,Внутрирегиональная,-171.0
41612101,Всеволожское,2022,Межрегиональная,10.0
41612101,Всеволожское,2022,Международная,16.0
41612101,Всеволожское,2022,Со странами СНГ,14.0
41612101,Всеволожское,2022,С другими зарубежными странами,2.0
41612101,Всеволожское,2022,Внешняя (для региона)  миграция,26.0
41612102,Сертоловское,2015,"Миграция, всего",-11.0
41612102,Сертоловское,2015,В пределах России,154.0
41612102,Сертоловское,2015,Внутрирегиональная,-27.0
41612102,Сертоловское,2015,Межрегиональная,181.0
41612102,Сертоловское,2015,Международная,-165.0
41612102,Сертоловское,2015,Со странами СНГ,-166.0
41612102,Сертоловское,2015,С другими зарубежными странами,1.0
41612102,Сертоловское,2015,Внешняя (для региона)  миграция,16.0
41612102,Сертоловское,2016,"Миграция, всего",-27.0
41612102,Сертоловское,2016,В пределах России,-109.0
41612102,Сертоловское,2016,Внутрирегиональная,-45.0
41612102,Сертоловское,2016,Межрегиональная,-64.0
41612102,Сертоловское,2016,Международная,82.0
41612102,Сертоловское,2016,Со странами СНГ,87.0
41612102,Сертоловское,2016,С другими зарубежными странами,-5.0
41612102,Сертоловское,2016,Внешняя (для региона)  миграция,18.0
41612102,Сертоловское,2017,"Миграция, всего",677.0
41612102,Сертоловское,2017,В пределах России,410.0
41612102,Сертоловское,2017,Внутрирегиональная,51.0
41612102,Сертоловское,2017,Межрегиональная,359.0
41612102,Сертоловское,2017,Международная,267.0
41612102,Сертоловское,2017,Со странами СНГ,264.0
41612102,Сертоловское,2017,С другими зарубежными странами,3.0
41612102,Сертоловское,2017,Внешняя (для региона)  миграция,626.0
41612102,Сертоловское,2018,"Миграция, всего",1049.0
41612102,Сертоловское,2018,В пределах России,993.0
41612102,Сертоловское,2018,Внутрирегиональная,20.0
41612102,Сертоловское,2018,Межрегиональная,973.0
41612102,Сертоловское,2018,Международная,56.0
41612102,Сертоловское,2018,Со странами СНГ,47.0
41612102,Сертоловское,2018,С другими зарубежными странами,9.0
41612102,Сертоловское,2018,Внешняя (для региона)  миграция,1029.0
41612102,Сертоловское,2019,"Миграция, всего",1245.0
41612102,Сертоловское,2019,В пределах России,1171.0
41612102,Сертоловское,2019,Внутрирегиональная,103.0
41612102,Сертоловское,2019,Межрегиональная,1068.0
41612102,Сертоловское,2019,Международная,74.0
41612102,Сертоловское,2019,Со странами СНГ,66.0
41612102,Сертоловское,2019,С другими зарубежными странами,8.0
41612102,Сертоловское,2019,Внешняя (для региона)  миграция,1142.0
41612102,Сертоловское,2021,"Миграция, всего",1576.0
41612102,Сертоловское,2021,В пределах России,1213.0
41612102,Сертоловское,2021,Внутрирегиональная,66.0
41612102,Сертоловское,2021,Межрегиональная,1147.0
41612102,Сертоловское,2021,Международная,363.0
41612102,Сертоловское,2021,Со странами СНГ,351.0
41612102,Сертоловское,2021,С другими зарубежными странами,12.0
41612102,Сертоловское,2021,Внешняя (для региона)  миграция,1510.0
41612102,Сертоловское,2022,"Миграция, всего",816.0
41612102,Сертоловское,2022,В пределах России,804.0
41612102,Сертоловское,2022,Внутрирегиональная,28.0
41612102,Сертоловское,2022,Межрегиональная,776.0
41612102,Сертоловское,2022,Международная,12.0
41612102,Сертоловское,2022,Со странами СНГ,21.0
41612102,Сертоловское,2022,С другими зарубежными странами,-9.0
41612102,Сертоловское,2022,Внешняя (для региона)  миграция,788.0
41612103,Муринское,2021,"Миграция, всего",8257.0
41612103,Муринское,2021,В пределах России,7043.0
41612103,Муринское,2021,Внутрирегиональная,151.0
41612103,Муринское,2021,Межрегиональная,6892.0
41612103,Муринское,2021,Международная,1214.0
41612103,Муринское,2021,Со странами СНГ,1144.0
41612103,Муринское,2021,С другими зарубежными странами,70.0
41612103,Муринское,2021,Внешняя (для региона)  миграция,8106.0
41612103,Муринское,2022,"Миграция, всего",9393.0
41612103,Муринское,2022,В пределах России,8843.0
41612103,Муринское,2022,Внутрирегиональная,846.0
41612103,Муринское,2022,Межрегиональная,7997.0
41612103,Муринское,2022,Международная,550.0
41612103,Муринское,2022,Со странами СНГ,515.0
41612103,Муринское,2022,С другими зарубежными странами,35.0
41612103,Муринское,2022,Внешняя (для региона)  миграция,8547.0
41612154,Дубровское,2015,"Миграция, всего",-11.0
41612154,Дубровское,2015,В пределах России,67.0
41612154,Дубровское,2015,Внутрирегиональная,13.0
41612154,Дубровское,2015,Межрегиональная,54.0
41612154,Дубровское,2015,Международная,-78.0
41612154,Дубровское,2015,Со странами СНГ,-82.0
41612154,Дубровское,2015,С другими зарубежными странами,nan
41612154,Дубровское,2015,Внешняя (для региона)  миграция,-24.0
41612154,Дубровское,2016,"Миграция, всего",54.0
