oktmo,name,year,badcompanies
92627000,Заинский муниципальный район,2020,3.0
92627101,город Заинск,2009,12.0
92627101,город Заинск,2010,11.0
92627101,город Заинск,2011,7.0
92627101,город Заинск,2012,8.0
92627101,город Заинск,2013,4.0
92627410,Кадыровское,2012,1.0
92628000,Зеленодольский муниципальный район,2009,13.0
92628000,Зеленодольский муниципальный район,2010,10.0
92628000,Зеленодольский муниципальный район,2011,11.0
92628000,Зеленодольский муниципальный район,2012,5.0
92628000,Зеленодольский муниципальный район,2013,8.0
92628000,Зеленодольский муниципальный район,2015,5.0
92628000,Зеленодольский муниципальный район,2016,8.0
92628000,Зеленодольский муниципальный район,2018,8.0
92628000,Зеленодольский муниципальный район,2019,12.0
92628000,Зеленодольский муниципальный район,2020,11.0
92628000,Зеленодольский муниципальный район,2021,10.0
92628000,Зеленодольский муниципальный район,2022,4.0
92628101,город Зеленодольск,2009,8.0
92628101,город Зеленодольск,2010,5.0
92628101,город Зеленодольск,2011,8.0
92628101,город Зеленодольск,2012,4.0
92628101,город Зеленодольск,2013,3.0
92628155,поселок городского типа Васильево,2009,2.0
92628155,поселок городского типа Васильево,2010,1.0
92628155,поселок городского типа Васильево,2013,1.0
92628162,поселок городского типа Нижние Вязовые,2013,1.0
92628424,Большекургузинское,2009,1.0
92628424,Большекургузинское,2010,1.0
92628464,Нурлатское,2011,1.0
92628472,Осиновское,2009,2.0
92628472,Осиновское,2010,3.0
92628472,Осиновское,2011,2.0
92628472,Осиновское,2012,1.0
92628472,Осиновское,2013,3.0
92629000,Кайбицкий муниципальный район,2009,1.0
92629000,Кайбицкий муниципальный район,2010,3.0
92629000,Кайбицкий муниципальный район,2022,4.0
92629410,Большерусаковское,2010,1.0
92629423,Кулангинское,2009,1.0
92629447,Ульянковское,2010,1.0
92629455,Хозесановское,2010,1.0
92630000,Камско-Устьинский муниципальный район,2009,4.0
92630000,Камско-Устьинский муниципальный район,2010,5.0
92630000,Камско-Устьинский муниципальный район,2011,6.0
92630000,Камско-Устьинский муниципальный район,2012,2.0
92630000,Камско-Устьинский муниципальный район,2013,2.0
92630000,Камско-Устьинский муниципальный район,2015,3.0
92630000,Камско-Устьинский муниципальный район,2016,3.0
92630000,Камско-Устьинский муниципальный район,2018,6.0
92630000,Камско-Устьинский муниципальный район,2019,5.0
92630000,Камско-Устьинский муниципальный район,2020,4.0
92630000,Камско-Устьинский муниципальный район,2021,6.0
92630000,Камско-Устьинский муниципальный район,2022,8.0
92630151,поселок городского типа Камское Устье,2009,3.0
92630151,поселок городского типа Камское Устье,2010,3.0
92630151,поселок городского типа Камское Устье,2011,4.0
92630151,поселок городского типа Камское Устье,2012,1.0
92630151,поселок городского типа Камское Устье,2013,1.0
92630157,поселок городского типа Куйбышевский Затон,2011,1.0
92630157,поселок городского типа Куйбышевский Затон,2012,1.0
92630440,Красновидовское,2010,1.0
92630455,Староказеевское,2013,1.0
92630465,Теньковское,2009,1.0
92630465,Теньковское,2010,1.0
92630465,Теньковское,2011,1.0
92632000,Спасский муниципальный район,2009,4.0
92632000,Спасский муниципальный район,2010,2.0
92632101,город Болгар,2009,4.0
92632101,город Болгар,2010,2.0
92633000,Кукморский муниципальный район,2009,1.0
92633000,Кукморский муниципальный район,2010,1.0
92633000,Кукморский муниципальный район,2011,1.0
92633000,Кукморский муниципальный район,2012,4.0
92633000,Кукморский муниципальный район,2013,7.0
92633000,Кукморский муниципальный район,2016,1.0
92633151,поселок городского типа Кукмор,2009,1.0
92633151,поселок городского типа Кукмор,2010,1.0
92633151,поселок городского типа Кукмор,2011,1.0
92633151,поселок городского типа Кукмор,2012,3.0
92633151,поселок городского типа Кукмор,2013,1.0
92633416,Большесардекское,2013,1.0
92633424,Каркаусское,2013,1.0
92633432,Манзарасское,2013,1.0
92633460,Починок-Кучуковское,2013,1.0
92633464,Псякское,2013,1.0
92633480,Чарлинское,2012,1.0
92633480,Чарлинское,2013,1.0
92634000,Лаишевский муниципальный район,2009,4.0
92634000,Лаишевский муниципальный район,2010,4.0
92634000,Лаишевский муниципальный район,2011,4.0
92634000,Лаишевский муниципальный район,2012,4.0
92634000,Лаишевский муниципальный район,2013,5.0
92634000,Лаишевский муниципальный район,2015,5.0
92634000,Лаишевский муниципальный район,2016,4.0
92634000,Лаишевский муниципальный район,2018,13.0
92634000,Лаишевский муниципальный район,2019,11.0
92634000,Лаишевский муниципальный район,2020,7.0
92634000,Лаишевский муниципальный район,2021,8.0
92634101,город Лаишево,2009,2.0
92634101,город Лаишево,2010,2.0
92634101,город Лаишево,2011,1.0
92634101,город Лаишево,2013,1.0
92634414,Габишевское,2012,1.0
92634440,Малоелгинское,2012,1.0
92634440,Малоелгинское,2013,1.0
92634452,Пелевское,2011,1.0
92634480,Столбищенское,2009,2.0
92634480,Столбищенское,2010,2.0
92634480,Столбищенское,2011,2.0
92634480,Столбищенское,2012,2.0
92634480,Столбищенское,2013,3.0
92636000,Лениногорский муниципальный район,2009,9.0
92636000,Лениногорский муниципальный район,2010,10.0
92636000,Лениногорский муниципальный район,2011,11.0
92636000,Лениногорский муниципальный район,2012,7.0
92636000,Лениногорский муниципальный район,2013,8.0
92636000,Лениногорский муниципальный район,2015,7.0
92636000,Лениногорский муниципальный район,2016,7.0
92636000,Лениногорский муниципальный район,2018,6.0
92636000,Лениногорский муниципальный район,2019,9.0
92636000,Лениногорский муниципальный район,2020,11.0
92636000,Лениногорский муниципальный район,2021,10.0
92636000,Лениногорский муниципальный район,2022,10.0
92636101,город Лениногорск,2009,8.0
92636101,город Лениногорск,2010,8.0
92636101,город Лениногорск,2011,9.0
92636101,город Лениногорск,2012,6.0
92636101,город Лениногорск,2013,7.0
92636460,Староиштерякское,2009,1.0
92636460,Староиштерякское,2010,1.0
92636460,Староиштерякское,2011,1.0
92636497,Шугуровское,2010,1.0
92636497,Шугуровское,2011,1.0
92636497,Шугуровское,2012,1.0
92636497,Шугуровское,2013,1.0
92638000,Мамадышский муниципальный район,2009,7.0
92638000,Мамадышский муниципальный район,2010,6.0
92638000,Мамадышский муниципальный район,2011,1.0
92638000,Мамадышский муниципальный район,2012,2.0
92638000,Мамадышский муниципальный район,2013,5.0
92638000,Мамадышский муниципальный район,2015,1.0
92638000,Мамадышский муниципальный район,2016,2.0
92638101,город Мамадыш,2009,5.0
92638101,город Мамадыш,2010,5.0
92638101,город Мамадыш,2013,2.0
92638415,Дюсьметьевское,2013,1.0
92638448,Нижнеошминское,2011,1.0
92638454,Нижнетаканышское,2013,1.0
92638466,Омарское,2012,1.0
92638466,Омарское,2013,1.0
92638480,Суньское,2010,1.0
92638480,Суньское,2012,1.0
92638487,Урманчеевское,2009,2.0
92639000,Менделеевский муниципальный район,2009,1.0
92639000,Менделеевский муниципальный район,2010,4.0
92639000,Менделеевский муниципальный район,2011,1.0
92639000,Менделеевский муниципальный район,2012,1.0
92639000,Менделеевский муниципальный район,2013,2.0
92639000,Менделеевский муниципальный район,2015,1.0
92639000,Менделеевский муниципальный район,2020,6.0
92639000,Менделеевский муниципальный район,2021,5.0
92639000,Менделеевский муниципальный район,2022,3.0
92639101,город Менделеевск,2009,1.0
92639101,город Менделеевск,2010,4.0
92639101,город Менделеевск,2011,1.0
92639101,город Менделеевск,2012,1.0
92639101,город Менделеевск,2013,2.0
92640000,Мензелинский муниципальный район,2009,2.0
92640000,Мензелинский муниципальный район,2010,1.0
92640000,Мензелинский муниципальный район,2012,3.0
92640000,Мензелинский муниципальный район,2013,2.0
92640000,Мензелинский муниципальный район,2015,2.0
92640000,Мензелинский муниципальный район,2016,2.0
92640000,Мензелинский муниципальный район,2018,4.0
92640101,город Мензелинск,2009,2.0
92640101,город Мензелинск,2010,1.0
92640101,город Мензелинск,2012,3.0
92640101,город Мензелинск,2013,2.0
92642000,Муслюмовский муниципальный район,2009,2.0
92642000,Муслюмовский муниципальный район,2012,1.0
92642000,Муслюмовский муниципальный район,2013,2.0
92642000,Муслюмовский муниципальный район,2015,1.0
92642000,Муслюмовский муниципальный район,2019,4.0
92642443,Муслюмовское,2009,2.0
92642443,Муслюмовское,2012,1.0
92642443,Муслюмовское,2013,2.0
92644000,Нижнекамский муниципальный район,2009,40.0
92644000,Нижнекамский муниципальный район,2010,26.0
92644000,Нижнекамский муниципальный район,2011,29.0
92644000,Нижнекамский муниципальный район,2012,24.0
92644000,Нижнекамский муниципальный район,2013,38.0
92644000,Нижнекамский муниципальный район,2015,31.0
92644000,Нижнекамский муниципальный район,2016,27.0
92644000,Нижнекамский муниципальный район,2018,24.0
92644000,Нижнекамский муниципальный район,2019,15.0
92644000,Нижнекамский муниципальный район,2020,23.0
92644000,Нижнекамский муниципальный район,2021,12.0
92644000,Нижнекамский муниципальный район,2022,13.0
92644101,город Нижнекамск,2009,30.0
92644101,город Нижнекамск,2010,23.0
92644101,город Нижнекамск,2011,28.0
92644101,город Нижнекамск,2012,22.0
92644101,город Нижнекамск,2013,37.0
92644156,поселок городского типа Камские Поляны,2009,6.0
92644156,поселок городского типа Камские Поляны,2010,1.0
92644156,поселок городского типа Камские Поляны,2011,1.0
92644156,поселок городского типа Камские Поляны,2012,2.0
92644405,Афанасовское,2009,2.0
92644407,Елантовское,2009,1.0
92644407,Елантовское,2010,1.0
92644415,Красноключинское,2013,1.0
92644445,Шереметьевское,2009,1.0
92644445,Шереметьевское,2010,1.0
92645000,Новошешминский муниципальный район,2009,2.0
92645000,Новошешминский муниципальный район,2010,2.0
92645425,Краснооктябрьское,2010,1.0
92645432,Новошешминское,2009,2.0
92645453,Шахмайкинское,2010,1.0
92646000,Нурлатский муниципальный район,2009,5.0
92646000,Нурлатский муниципальный район,2010,4.0
92646000,Нурлатский муниципальный район,2011,2.0
92646000,Нурлатский муниципальный район,2012,3.0
92646000,Нурлатский муниципальный район,2015,2.0
92646000,Нурлатский муниципальный район,2016,3.0
92646000,Нурлатский муниципальный район,2020,3.0
92646000,Нурлатский муниципальный район,2021,3.0
92646000,Нурлатский муниципальный район,2022,6.0
92646101,город Нурлат,2009,3.0
92646101,город Нурлат,2010,4.0
92646101,город Нурлат,2011,2.0
92646101,город Нурлат,2012,2.0
92646432,Елаурское,2009,1.0
92646448,Ахметовское,2012,1.0
92646486,Тюрнясевское,2009,1.0
92648000,Пестречинский муниципальный район,2009,5.0
92648000,Пестречинский муниципальный район,2010,5.0
92648000,Пестречинский муниципальный район,2011,7.0
92648000,Пестречинский муниципальный район,2012,11.0
92648000,Пестречинский муниципальный район,2013,5.0
92648000,Пестречинский муниципальный район,2015,4.0
92648000,Пестречинский муниципальный район,2016,5.0
92648000,Пестречинский муниципальный район,2018,5.0
92648000,Пестречинский муниципальный район,2021,4.0
92648000,Пестречинский муниципальный район,2022,3.0
92648410,Богородское,2009,2.0
92648410,Богородское,2010,1.0
92648410,Богородское,2012,2.0
92648410,Богородское,2013,1.0
92648420,Званковское,2009,1.0
92648420,Званковское,2010,1.0
92648420,Званковское,2011,1.0
92648427,Кобяковское,2012,1.0
92648435,Кощаковское,2011,3.0
92648435,Кощаковское,2012,3.0
92648435,Кощаковское,2013,2.0
92648445,Кулаевское,2009,1.0
92648445,Кулаевское,2010,1.0
92648445,Кулаевское,2011,1.0
92648445,Кулаевское,2012,2.0
92648445,Кулаевское,2013,1.0
92648455,Пестречинское,2009,1.0
92648455,Пестречинское,2012,1.0
92648467,Читинское,2010,1.0
92648467,Читинское,2011,1.0
92648467,Читинское,2012,1.0
92648470,Шалинское,2010,1.0
92648470,Шалинское,2011,1.0
92648470,Шалинское,2012,1.0
92648470,Шалинское,2013,1.0
92650000,Рыбно-Слободский муниципальный район,2009,6.0
92650000,Рыбно-Слободский муниципальный район,2010,5.0
92650000,Рыбно-Слободский муниципальный район,2011,3.0
92650000,Рыбно-Слободский муниципальный район,2012,6.0
92650000,Рыбно-Слободский муниципальный район,2013,6.0
92650000,Рыбно-Слободский муниципальный район,2015,1.0
92650151,поселок городского типа Рыбная Слобода,2009,5.0
92650151,поселок городского типа Рыбная Слобода,2010,4.0
92650151,поселок городского типа Рыбная Слобода,2011,3.0
92650151,поселок городского типа Рыбная Слобода,2012,4.0
92650151,поселок городского типа Рыбная Слобода,2013,4.0
92650408,Балыклы-Чукаевское,2009,1.0
92650420,Большеелгинское,2012,1.0
92650420,Большеелгинское,2013,1.0
92650460,Новоарышское,2010,1.0
92650460,Новоарышское,2012,1.0
92650460,Новоарышское,2013,1.0
92652000,Сабинский муниципальный район,2009,5.0
92652000,Сабинский муниципальный район,2010,7.0
92652000,Сабинский муниципальный район,2011,3.0
92652000,Сабинский муниципальный район,2012,3.0
92652000,Сабинский муниципальный район,2013,2.0
92652000,Сабинский муниципальный район,2015,2.0
92652151,поселок городского типа Богатые Сабы,2009,3.0
92652151,поселок городского типа Богатые Сабы,2010,2.0
92652151,поселок городского типа Богатые Сабы,2012,2.0
92652417,Большеныртинское,2011,1.0
92652423,Большешинарское,2009,1.0
92652430,Корсабашское,2010,1.0
92652434,Изминское,2013,1.0
92652442,Кильдебякское,2010,1.0
92652442,Кильдебякское,2011,1.0
92652494,Шеморданское,2009,1.0
92652494,Шеморданское,2010,3.0
92652498,Юлбатское,2011,1.0
92652498,Юлбатское,2012,1.0
92652498,Юлбатское,2013,1.0
92653000,Сармановский муниципальный район,2009,6.0
92653000,Сармановский муниципальный район,2010,5.0
92653000,Сармановский муниципальный район,2011,1.0
92653000,Сармановский муниципальный район,2012,2.0
92653000,Сармановский муниципальный район,2013,2.0
92653000,Сармановский муниципальный район,2015,2.0
92653000,Сармановский муниципальный район,2016,2.0
92653155,поселок городского типа Джалиль,2009,1.0
92653155,поселок городского типа Джалиль,2010,1.0
92653155,поселок городского типа Джалиль,2012,1.0
92653155,поселок городского типа Джалиль,2013,1.0
92653404,Азалаковское,2011,1.0
92653404,Азалаковское,2012,1.0
92653404,Азалаковское,2013,1.0
92653460,Сармановское,2009,4.0
92653460,Сармановское,2010,3.0
92653472,Старомензелябашское,2009,1.0
92653472,Старомензелябашское,2010,1.0
92654000,Ютазинский муниципальный район,2009,2.0
92654000,Ютазинский муниципальный район,2010,2.0
92654000,Ютазинский муниципальный район,2011,2.0
92654000,Ютазинский муниципальный район,2012,2.0
92654000,Ютазинский муниципальный район,2013,2.0
92654000,Ютазинский муниципальный район,2015,1.0
92654000,Ютазинский муниципальный район,2016,1.0
92654000,Ютазинский муниципальный район,2018,3.0
92654000,Ютазинский муниципальный район,2019,3.0
92654000,Ютазинский муниципальный район,2021,3.0
92654000,Ютазинский муниципальный район,2022,3.0
92654151,поселок городского типа Уруссу,2009,1.0
92654151,поселок городского типа Уруссу,2010,2.0
92654151,поселок городского типа Уруссу,2011,2.0
92654151,поселок городского типа Уруссу,2012,1.0
92654151,поселок городского типа Уруссу,2013,2.0
92654405,Байрякинское,2012,1.0
92654412,Дым-Тамакское,2009,1.0
92655000,Тетюшский муниципальный район,2009,2.0
92655000,Тетюшский муниципальный район,2010,6.0
92655000,Тетюшский муниципальный район,2011,7.0
92655000,Тетюшский муниципальный район,2012,4.0
92655000,Тетюшский муниципальный район,2013,2.0
92655000,Тетюшский муниципальный район,2015,3.0
92655000,Тетюшский муниципальный район,2016,2.0
92655000,Тетюшский муниципальный район,2019,3.0
92655000,Тетюшский муниципальный район,2021,3.0
92655000,Тетюшский муниципальный район,2022,4.0
92655101,город Тетюши,2009,2.0
92655101,город Тетюши,2010,4.0
92655101,город Тетюши,2011,4.0
92655101,город Тетюши,2012,3.0
92655101,город Тетюши,2013,1.0
92655403,Алабердинское,2012,1.0
92655412,Бакрчинское,2011,1.0
92655420,Большеатрясское,2011,1.0
92655436,Жуковское,2013,1.0
92655468,Нармонское,2010,1.0
92655480,Урюмское,2010,1.0
92655480,Урюмское,2011,1.0
92656000,Тюлячинский муниципальный район,2009,1.0
92656000,Тюлячинский муниципальный район,2010,1.0
92656000,Тюлячинский муниципальный район,2012,1.0
92656000,Тюлячинский муниципальный район,2013,3.0
92656000,Тюлячинский муниципальный район,2016,1.0
92656405,Аланское,2012,1.0
92656435,Малокибякозинское,2013,2.0
92656445,Тюлячинское,2009,1.0
92656445,Тюлячинское,2010,1.0
92656445,Тюлячинское,2013,1.0
92657000,Тукаевский муниципальный район,2009,5.0
92657000,Тукаевский муниципальный район,2010,6.0
92657000,Тукаевский муниципальный район,2011,4.0
92657000,Тукаевский муниципальный район,2012,7.0
92657000,Тукаевский муниципальный район,2013,3.0
92657000,Тукаевский муниципальный район,2015,3.0
92657000,Тукаевский муниципальный район,2016,2.0
92657000,Тукаевский муниципальный район,2019,4.0
92657000,Тукаевский муниципальный район,2020,3.0
92657000,Тукаевский муниципальный район,2021,3.0
92657405,Азьмушкинское,2009,2.0
92657405,Азьмушкинское,2010,2.0
92657410,Бетькинское,2011,1.0
92657410,Бетькинское,2012,3.0
92657410,Бетькинское,2013,1.0
92657428,Иштеряковское,2012,1.0
92657435,Князевское,2010,3.0
92657435,Князевское,2011,1.0
92657435,Князевское,2012,1.0
92657439,Малошильнинское,2011,1.0
92657439,Малошильнинское,2013,1.0
92657450,Нижнесуыксинское,2009,2.0
92657450,Нижнесуыксинское,2010,1.0
92657450,Нижнесуыксинское,2011,1.0
92657450,Нижнесуыксинское,2012,2.0
92657450,Нижнесуыксинское,2013,1.0
92658000,Черемшанский муниципальный район,2009,2.0
92658000,Черемшанский муниципальный район,2010,1.0
92658000,Черемшанский муниципальный район,2012,1.0
92658422,Кутеминское,2010,1.0
92658430,Лашманское,2012,1.0
92658470,Черемшанское,2009,2.0
92659000,Чистопольский муниципальный район,2009,11.0
92659000,Чистопольский муниципальный район,2010,8.0
92659000,Чистопольский муниципальный район,2011,11.0
92659000,Чистопольский муниципальный район,2012,8.0
92659000,Чистопольский муниципальный район,2013,9.0
92659000,Чистопольский муниципальный район,2015,5.0
92659000,Чистопольский муниципальный район,2016,4.0
92659000,Чистопольский муниципальный район,2018,6.0
92659000,Чистопольский муниципальный район,2019,6.0
92659000,Чистопольский муниципальный район,2020,3.0
92659000,Чистопольский муниципальный район,2021,4.0
92659000,Чистопольский муниципальный район,2022,3.0
92659101,город Чистополь,2009,9.0
92659101,город Чистополь,2010,5.0
92659101,город Чистополь,2011,9.0
92659101,город Чистополь,2012,7.0
92659101,город Чистополь,2013,6.0
92659412,Булдырское,2009,1.0
92659412,Булдырское,2010,1.0
92659430,Каргалинское,2009,1.0
92659430,Каргалинское,2010,1.0
92659430,Каргалинское,2011,1.0
92659430,Каргалинское,2012,1.0
92659430,Каргалинское,2013,1.0
92659438,Кубасское,2011,1.0
92659475,Татарско-Сарсазское,2013,1.0
92659492,Чистопольско-Высельское,2010,1.0
92659492,Чистопольско-Высельское,2013,1.0
92700000,Городские округа Республики Татарстан (Татарстана)/,2011,190.0
92700000,Городские округа Республики Татарстан (Татарстана)/,2018,157.0
92701000,город Казань,2009,167.0
92701000,город Казань,2010,151.0
92701000,город Казань,2011,161.0
92701000,город Казань,2012,125.0
92701000,город Казань,2013,145.0
92701000,город Казань,2015,138.0
92701000,город Казань,2016,117.0
92701000,город Казань,2018,126.0
92701000,город Казань,2019,126.0
92701000,город Казань,2020,150.0
92701000,город Казань,2021,93.0
92701000,город Казань,2022,108.0
92730000,город Набережные Челны,2009,42.0
92730000,город Набережные Челны,2010,40.0
92730000,город Набережные Челны,2011,29.0
92730000,город Набережные Челны,2012,41.0
92730000,город Набережные Челны,2013,33.0
92730000,город Набережные Челны,2015,39.0
92730000,город Набережные Челны,2016,29.0
92730000,город Набережные Челны,2018,31.0
92730000,город Набережные Челны,2019,33.0
92730000,город Набережные Челны,2020,39.0
92730000,город Набережные Челны,2021,26.0
92730000,город Набережные Челны,2022,38.0
93610000,Барун-Хемчикский муниципальный район,2014,1.0
93610410,Аксы-Барлык,2010,1.0
93610425,Эрги-Барлык,2010,1.0
93610430,Кызыл-Мажалык,2010,1.0
93610430,Кызыл-Мажалык,2011,2.0
93610430,Кызыл-Мажалык,2012,2.0
93610430,Кызыл-Мажалык,2013,1.0
93610430,Кызыл-Мажалык,2014,1.0
93615000,Дзун-Хемчикский муниципальный район,2014,1.0
93615101,город Чадан,2010,1.0
93615101,город Чадан,2011,1.0
93615101,город Чадан,2013,1.0
93615101,город Чадан,2014,1.0
93620000,Каа-Хемский муниципальный район,2014,3.0
93620415,Кундустуг,2011,1.0
93620420,Сарыг-Сеп,2010,1.0
93620420,Сарыг-Сеп,2011,2.0
93620420,Сарыг-Сеп,2012,2.0
93620420,Сарыг-Сеп,2013,2.0
93620425,Сизим,2011,1.0
93620425,Сизим,2012,1.0
93620425,Сизим,2013,1.0
93622000,Кызылский муниципальный район,2014,3.0
93622000,Кызылский муниципальный район,2015,2.0
93622000,Кызылский муниципальный район,2016,2.0
93622151,поселок городского типа Каа-Хем,2010,2.0
93622151,поселок городского типа Каа-Хем,2011,3.0
93622151,поселок городского типа Каа-Хем,2013,3.0
93622151,поселок городского типа Каа-Хем,2014,2.0
93622418,Кара-Хаак,2010,1.0
93622430,Сукпак,2013,2.0
93625000,Монгун-Тайгинский муниципальный район,2014,1.0
93625000,Монгун-Тайгинский муниципальный район,2015,1.0
93625000,Монгун-Тайгинский муниципальный район,2016,1.0
93625411,Каргы,2011,1.0
93625411,Каргы,2012,1.0
93625411,Каргы,2013,1.0
93625411,Каргы,2014,1.0
93630000,Овюрский муниципальный район,2014,1.0
93630411,Саглы,2010,1.0
93635000,Пий-Хемский муниципальный район,2014,2.0
93635101,город Туран,2010,2.0
93635101,город Туран,2011,1.0
93635101,город Туран,2012,1.0
93635101,город Туран,2013,2.0
93635101,город Туран,2014,1.0
93635422,Севи,2010,1.0
93635422,Севи,2011,1.0
93635422,Севи,2012,1.0
93635422,Севи,2013,1.0
93635425,Сесерлиг,2012,1.0
93640422,Бай-Хаак,2010,1.0
93640422,Бай-Хаак,2011,1.0
93640422,Бай-Хаак,2012,1.0
93640433,Балгазын,2010,1.0
93640433,Балгазын,2011,1.0
93640433,Балгазын,2012,1.0
93640444,Дурген,2010,1.0
93643425,Шынаанский,2010,1.0
93643425,Шынаанский,2011,1.0
93643425,Шынаанский,2012,1.0
93645428,О-Шынаа,2010,1.0
93645435,У-Шынаа,2010,1.0
93645435,У-Шынаа,2011,1.0
93650000,Тоджинский муниципальный район,2015,2.0
93650000,Тоджинский муниципальный район,2016,1.0
93650444,Тоора-Хем,2010,1.0
93650444,Тоора-Хем,2011,1.0
93650444,Тоора-Хем,2012,1.0
93650444,Тоора-Хем,2013,1.0
93654000,Улуг-Хемский муниципальный район,2014,1.0
93654101,город Шагонар,2010,2.0
93654101,город Шагонар,2011,2.0
93654101,город Шагонар,2012,2.0
93654101,город Шагонар,2013,2.0
93654455,Эйлиг-Хем,2011,1.0
93656440,Чаа-Холь,2010,2.0
93656440,Чаа-Холь,2011,2.0
93656440,Чаа-Холь,2012,1.0
93656440,Чаа-Холь,2013,2.0
93657000,Чеди-Хольский муниципальный район,2014,1.0
93657405,Хову-Аксы,2010,2.0
93657405,Хову-Аксы,2011,1.0
93657405,Хову-Аксы,2012,2.0
93657405,Хову-Аксы,2013,3.0
93657405,Хову-Аксы,2014,1.0
93658000,Эрзинский муниципальный район,2014,3.0
93658455,Эрзин,2010,2.0
93658455,Эрзин,2011,3.0
93658455,Эрзин,2012,3.0
93658455,Эрзин,2013,2.0
93658455,Эрзин,2014,3.0
93701000,город Кызыл,2010,25.0
93701000,город Кызыл,2011,24.0
93701000,город Кызыл,2012,27.0
93701000,город Кызыл,2013,22.0
93701000,город Кызыл,2014,29.0
93701000,город Кызыл,2015,27.0
93701000,город Кызыл,2016,19.0
93701000,город Кызыл,2018,19.0
93701000,город Кызыл,2019,15.0
93701000,город Кызыл,2020,17.0
93701000,город Кызыл,2021,19.0
93701000,город Кызыл,2022,9.0
93703000,город Ак-Довурак,2010,3.0
93703000,город Ак-Довурак,2011,4.0
93703000,город Ак-Довурак,2012,6.0
93703000,город Ак-Довурак,2013,6.0
93703000,город Ак-Довурак,2014,3.0
93703000,город Ак-Довурак,2015,4.0
93703000,город Ак-Довурак,2016,1.0
93703000,город Ак-Довурак,2019,3.0
94504000,Муниципальный округ Балезинский район,2022,3.0
94516000,Муниципальный округ Завьяловский район,2022,3.0
94520000,Муниципальный округ Камбарский район,2022,5.0
94544000,Муниципальный округ Увинский район,2022,3.0
94602000,Алнашский муниципальный район,2009,3.0
94602000,Алнашский муниципальный район,2010,4.0
94602000,Алнашский муниципальный район,2011,1.0
94602000,Алнашский муниципальный район,2012,1.0
94602000,Алнашский муниципальный район,2013,2.0
94602000,Алнашский муниципальный район,2014,3.0
94602000,Алнашский муниципальный район,2015,1.0
94602420,Алнашское,2009,2.0
94602420,Алнашское,2010,2.0
94602420,Алнашское,2011,1.0
94602420,Алнашское,2012,1.0
94602450,ND,2009,1.0
94602450,ND,2010,2.0
94604000,Балезинский муниципальный район,2009,7.0
94604000,Балезинский муниципальный район,2010,6.0
94604000,Балезинский муниципальный район,2011,7.0
94604000,Балезинский муниципальный район,2012,3.0
94604000,Балезинский муниципальный район,2013,4.0
94604000,Балезинский муниципальный район,2014,2.0
94604000,Балезинский муниципальный район,2015,3.0
94604000,Балезинский муниципальный район,2016,3.0
94604000,Балезинский муниципальный район,2018,4.0
94604000,Балезинский муниципальный район,2019,5.0
94604000,Балезинский муниципальный район,2022,3.0
94604100,Городские поселения Балезинского муниципального района,2009,5.0
94604100,Городские поселения Балезинского муниципального района,2010,5.0
94604100,Городские поселения Балезинского муниципального района,2011,6.0
94604151,Балезинское,2009,5.0
94604151,Балезинское,2010,5.0
94604151,Балезинское,2011,6.0
94604405,Андрейшурское,2009,1.0
94604405,Андрейшурское,2010,1.0
94604405,Андрейшурское,2011,1.0
94604405,Андрейшурское,2012,1.0
94604423,ND,2012,1.0
94604445,Люкское.,2009,1.0
94604445,Люкское.,2012,1.0
94606000,Вавожский муниципальный район,2009,3.0
94606000,Вавожский муниципальный район,2010,2.0
94606000,Вавожский муниципальный район,2011,1.0
94606000,Вавожский муниципальный район,2012,2.0
94606000,Вавожский муниципальный район,2013,3.0
94606000,Вавожский муниципальный район,2014,3.0
94606000,Вавожский муниципальный район,2015,1.0
94606000,Вавожский муниципальный район,2016,1.0
94606433,Вавожское,2009,2.0
94606433,Вавожское,2012,1.0
94606477,Какможское,2010,1.0
94606480,ND,2009,1.0
94606480,ND,2010,1.0
94606480,ND,2011,1.0
94606480,ND,2012,1.0
94608000,Воткинский муниципальный район,2009,1.0
94608000,Воткинский муниципальный район,2010,2.0
94608000,Воткинский муниципальный район,2011,4.0
94608000,Воткинский муниципальный район,2012,3.0
94608000,Воткинский муниципальный район,2013,4.0
94608000,Воткинский муниципальный район,2014,3.0
94608000,Воткинский муниципальный район,2015,3.0
94608000,Воткинский муниципальный район,2016,3.0
94608000,Воткинский муниципальный район,2018,3.0
94608154,пос.Новый по 2012 год,2012,1.0
94608413,Верхнеталицкое,2011,1.0
94608420,Гавриловское,2009,1.0
94608420,Гавриловское,2010,2.0
94608420,Гавриловское,2011,2.0
94608420,Гавриловское,2012,2.0
94608438,Нововолковское,2011,1.0
94610000,Глазовский муниципальный район,2009,3.0
94610000,Глазовский муниципальный район,2010,2.0
94610000,Глазовский муниципальный район,2011,2.0
94610000,Глазовский муниципальный район,2012,2.0
94610000,Глазовский муниципальный район,2013,4.0
94610000,Глазовский муниципальный район,2014,3.0
94610000,Глазовский муниципальный район,2015,1.0
94610435,Кожильское,2009,1.0
94610435,Кожильское,2010,1.0
94610435,Кожильское,2011,2.0
94610435,Кожильское,2012,2.0
94610448,Октябрьское.,2009,1.0
94610455,Понинское,2009,1.0
94610455,Понинское,2010,1.0
94612000,Граховский муниципальный район,2009,2.0
94612000,Граховский муниципальный район,2010,3.0
94612000,Граховский муниципальный район,2011,3.0
